年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標_緯度,GPS座標_經度,事故類別
2018,9,6,21,22,臺中市,大里區,0,2,0,6,3,5,50,4,1,1,4,4,5,7,3,1,10,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,18,8,C03,24.106184,120.69024,2
2018,9,6,21,40,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,44,23,1,19,,B03,24.140227,120.665594,3
2018,9,6,22,10,臺中市,霧峰區,0,1,0,6,3,5,50,4,1,1,4,4,5,7,1,1,10,5,4,1,16,9,3,10,1,1,B03,7,6,1,8,2,2,  ,9,9,1,4,8,B03,24.064485,120.698678,2
2018,9,6,22,29,臺中市,沙鹿區,0,1,0,8,3,5,40,3,1,1,5,4,5,7,4,4,1,4,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,  ,6,6,1,21,8,B03,24.221653,120.556461,2
2018,9,6,22,30,臺中市,大里區,0,1,0,6,3,5,50,4,2,1,4,4,5,7,1,1,4,3,4,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.11508,120.681056,2
2018,9,6,22,34,臺中市,大里區,0,2,0,6,3,5,50,14,9,1,4,4,5,7,4,4,5,5,5,2,11,19,2,9,1,1,C03,7,1,6,10,2,11,  ,19,19,1,9,8,C03,24.109122,120.702866,2
2018,9,6,22,50,臺中市,中區,0,0,,6,,,50,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,23,,1,5,,B01,24.140147,120.685826,3
2018,9,6,22,55,臺中市,北屯區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,17,23,2,9,3,4,B03,7,9,1,8,2,5,  ,23,23,1,22,8,B03,24.175551,120.722643,2
2018,9,6,23,12,臺中市,大里區,0,1,0,7,3,5,50,4,1,1,4,4,5,7,3,1,10,5,5,2,16,19,3,10,1,1,B03,7,1,3,18,2,1,  ,19,19,1,5,8,B03,24.102588,120.681709,2
2018,9,6,23,17,臺中市,西區,0,1,0,6,3,5,40,3,1,1,4,4,5,7,4,4,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,14,  ,42,42,1,21,8,C03,24.140744,120.655557,2
2018,9,6,23,17,臺中市,西屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,  ,23,23,1,4,8,B03,24.17805,120.624131,2
2018,9,6,23,24,臺中市,霧峰區,0,1,0,7,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,18,8,C03,24.05094,120.68449,2
2018,9,6,23,38,臺中市,大雅區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,1,F03,7,9,8,20,2,16,  ,6,6,1,22,1,F03,24.234925,120.644547,2
2018,9,7,2,6,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,42,,2,5,,B03,24.185483,120.696071,3
2018,9,7,2,8,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,18,,B03,24.174675,120.647151,3
2018,9,7,4,10,臺中市,沙鹿區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,16,,  ,10,,A11,24.250117,120.590655,3
2018,9,7,6,25,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,  ,,B03,24.151338,120.636928,3
2018,9,7,6,28,臺中市,潭子區,0,2,0,8,1,5,50,3,1,1,5,4,3,6,1,1,2,4,4,1,16,19,2,9,1,1,C03,7,1,3,18,2,14,  ,19,19,1,22,8,C03,24.216013,120.683588,2
2018,9,7,7,10,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,22,8,C03,24.346168,120.622646,2
2018,9,7,7,20,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,4,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,14,  ,42,42,1,2,9,C03,24.177801,120.636595,2
2018,9,7,7,22,臺中市,大雅區,0,3,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,16,19,2,9,1,1,C03,7,1,1,10,2,11,  ,19,19,1,22,9,C03,24.219925,120.640362,2
2018,9,7,7,24,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,3,,B03,24.104823,120.681828,3
2018,9,7,7,25,臺中市,后里區,0,1,0,8,1,5,50,3,9,1,5,4,5,7,4,4,10,5,4,2,16,8,3,10,1,1,B03,7,5,1,8,2,1,  ,8,8,1,5,1,B03,24.306576,120.706876,2
2018,9,7,7,30,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,17,3,10,1,1,B03,7,9,1,8,2,2,  ,17,17,1,9,1,B03,24.122161,120.710261,2
2018,9,7,7,34,臺中市,大雅區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,2,5,1,12,23,3,10,1,1,B03,7,1,1,8,2,2,  ,23,23,1,22,9,B03,24.22592,120.646139,2
2018,9,7,7,37,臺中市,北區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C03,7,9,1,10,2,11,  ,25,25,1,22,9,C03,24.162977,120.665934,2
2018,9,7,7,42,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.135729,120.658989,3
2018,9,7,7,45,臺中市,梧棲區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,1,4,1,12,16,3,10,1,1,C03,7,9,1,10,2,14,  ,16,16,1,3,1,C03,24.243465,120.533328,2
2018,9,7,7,47,臺中市,西屯區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,11,  ,42,42,1,21,8,C03,24.167906,120.641658,2
2018,9,7,7,47,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.383133,120.659208,2
2018,9,7,7,49,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,24.161994,120.658789,3
2018,9,7,7,51,臺中市,潭子區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,A42,,,1,,2,,,2,,  ,22,,A42,24.201035,120.702096,3
2018,9,7,7,53,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,42,42,  ,5,  ,B03,24.139623,120.673207,3
2018,9,7,7,54,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,6,1,8,2,2,  ,6,6,1,5,5,B12,24.134804,120.665965,2
2018,9,7,8,0,臺中市,南區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,24.114643,120.66911,3
2018,9,7,8,0,臺中市,北屯區,0,0,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,17,43,  ,  ,  ,  ,G06,  ,  ,7,  ,11,  ,  ,43,43,1,  ,  ,G06,24.189195,120.662775,3
2018,9,7,8,0,臺中市,大里區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,5,4,1,13,23,2,7,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.072441,120.715723,2
2018,9,7,8,2,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,8,2,8,1,1,C03,7,5,1,10,2,11,  ,8,8,1,22,8,C03,24.196821,120.657562,2
2018,9,7,8,3,臺中市,北屯區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,  ,6,6,1,2,8,B03,24.1769,120.6904,2
2018,9,7,8,5,臺中市,梧棲區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,8,1,1,C03,7,9,3,18,2,11,  ,25,25,1,19,8,C03,24.235558,120.535315,2
2018,9,7,8,9,臺中市,南區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,8,2,11,  ,6,6,1,21,8,C03,24.114343,120.667556,2
2018,9,7,8,11,臺中市,太平區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,3,8,C03,24.144518,120.711885,2
2018,9,7,8,16,臺中市,梧棲區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,1,  ,25,25,1,19,8,B03,24.245751,120.547699,2
2018,9,7,8,18,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,17,,1,10,,A11,24.185496,120.63776,3
2018,9,7,8,25,臺中市,大甲區,0,0,0,8,1,6,70,,2,1,5,4,5,7,4,4,10,3,5,1,14,12,3,10,1,1,B12,7,2,1,8,10,7,  ,38,12,1,21,8,B12,24.398241,120.645858,3
2018,9,7,8,28,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,3,,B03,24.094166,120.677433,3
2018,9,7,8,30,臺中市,梧棲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A41,,,1,,9,,,43,,1,10,,A41,24.24798,120.532457,3
2018,9,7,8,30,臺中市,后里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,18,3,10,1,1,B03,7,3,1,8,2,7,  ,18,18,1,20,5,B03,24.333916,120.730306,2
2018,9,7,8,37,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,  ,2,  ,B03,24.162261,120.71918,3
2018,9,7,8,39,臺中市,南屯區,0,0,,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,9,,B03,24.137905,120.646642,3
2018,9,7,8,40,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,7,3,10,1,1,B01,7,8,1,4,2,5,  ,7,7,1,10,4,B01,24.159834,120.682604,2
2018,9,7,8,41,臺中市,大雅區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,21,,B12,24.215976,120.649076,3
2018,9,7,8,45,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,  ,,B03,24.120324,120.541257,3
2018,9,7,8,46,臺中市,龍井區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,26,,1,22,,B12,24.184402,120.576937,3
2018,9,7,8,50,臺中市,潭子區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,1,3,4,1,13,6,3,10,1,1,C03,7,9,1,10,2,11,  ,6,6,1,22,9,C03,24.193798,120.695893,2
2018,9,7,9,0,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,4,2,16,9,3,10,1,1,B03,7,6,1,8,2,5,  ,9,9,1,2,9,B03,24.185445,120.637725,2
2018,9,7,9,0,臺中市,大甲區,0,0,0,,,,,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,12,1,22,  ,B12,24.169313,120.691569,3
2018,9,7,9,6,臺中市,西屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,21,8,C03,24.180508,120.644223,2
2018,9,7,9,7,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,  ,,B12,24.152822,120.630438,3
2018,9,7,9,20,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,1,16,6,2,9,1,1,C03,7,9,3,18,2,12,  ,6,6,1,22,9,C03,24.221603,120.663,2
2018,9,7,9,35,臺中市,清水區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,4,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,  ,8,8,1,21,1,C03,24.268614,120.575374,2
2018,9,7,9,50,臺中市,大里區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,3,1,F01,7,9,8,20,2,16,  ,25,25,1,22,8,F01,24.110113,120.675015,2
2018,9,7,10,0,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,12,7,3,10,1,1,B12,7,8,1,8,2,2,  ,7,7,1,22,8,B12,24.163772,120.629089,2
2018,9,7,10,0,臺中市,大安區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B12,7,9,1,7,2,1,  ,6,6,1,21,8,B12,24.3625,120.605538,2
2018,9,7,10,4,臺中市,東區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,  ,,B03,24.149834,120.694445,3
2018,9,7,10,21,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,4,3,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,14,  ,6,6,1,21,8,C03,24.169393,120.686121,2
2018,9,7,10,21,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,18,,1,21,,B12,,,3
2018,9,7,10,32,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,19,,B03,24.140121,120.64927,3
2018,9,7,10,34,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,11,6,3,10,1,1,B01,7,5,1,8,2,2,  ,6,6,1,21,8,B01,24.16995,120.647828,2
2018,9,7,10,34,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.184749,120.611861,3
2018,9,7,10,40,臺中市,潭子區,0,0,,8,1,5,60,4,1,1,5,4,5,7,2,1,1,3,4,1,13,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.22026,120.706359,3
2018,9,7,10,47,臺中市,東勢區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.254828,120.829376,3
2018,9,7,10,50,臺中市,梧棲區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B03,7,5,1,8,2,6,  ,8,8,1,20,8,B03,24.261683,120.539639,2
2018,9,7,10,52,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,23,,2,  ,,B03,24.138751,120.637691,3
2018,9,7,11,1,臺中市,大雅區,0,1,0,8,1,5,40,11,9,1,5,4,5,7,4,4,10,5,5,2,10,23,3,10,1,1,B03,7,9,1,8,2,8,  ,23,23,1,22,9,B03,24.236011,120.649181,2
2018,9,7,11,11,臺中市,西區,0,0,,,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,22,,B03,24.14281,120.67429,3
2018,9,7,11,16,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,17,,1,22,,C03,24.180941,120.590253,3
2018,9,7,11,20,臺中市,南屯區,0,0,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,5,4,2,14,12,3,10,1,1,B12,7,2,1,8,2,7,7,12,12,1,6,4,B12,24.152628,120.63504,3
2018,9,7,11,28,臺中市,龍井區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,43,2,9,1,1,C03,7,9,1,10,2,11,  ,43,43,1,12,8,C03,24.193351,120.536781,2
2018,9,7,11,34,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,3,10,1,1,B03,7,9,1,8,2,2,  ,6,6,1,19,8,B03,24.244113,120.562938,2
2018,9,7,11,36,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,19,3,10,1,1,B03,7,1,1,8,2,8,  ,19,19,1,22,9,B03,24.16711,120.682498,2
2018,9,7,11,38,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,19,,B03,24.13479,120.649903,3
2018,9,7,11,48,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,10,,,38,,1,5,,B03,24.206983,120.523632,3
2018,9,7,11,50,臺中市,大里區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,4,4,10,5,5,2,29,44,2,9,1,1,C03,7,9,1,10,2,15,  ,44,44,1,22,8,C03,24.102553,120.677876,2
2018,9,7,11,51,臺中市,西區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,17,19,3,10,1,1,B03,7,1,1,8,2,4,  ,19,19,1,5,5,B03,24.155111,120.658241,2
2018,9,7,11,53,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,4,2,16,26,2,9,1,1,C03,7,9,1,10,2,12,  ,26,26,1,21,1,C03,24.159856,120.713265,2
2018,9,7,12,9,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,24.131951,120.668418,4
2018,9,7,12,10,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,18,3,10,1,1,B03,7,3,1,8,2,8,  ,18,18,1,21,8,B03,24.152131,120.715036,2
2018,9,7,12,23,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,46,,,,,B03,,,1,,1,,,44,46,1,12,,B03,24.177208,120.530419,3
2018,9,7,12,24,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,23,,1,  ,,A12,24.146882,120.713057,3
2018,9,7,12,25,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,26,,1,21,,B01,24.158997,120.713001,3
2018,9,7,12,33,臺中市,沙鹿區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,,1,4,,B03,24.251385,120.565636,3
2018,9,7,12,40,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,26,26,1,  ,  ,B12,24.159253,120.674169,3
2018,9,7,12,50,臺中市,后里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.307483,120.716611,3
2018,9,7,12,51,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,25,,1,  ,,A41,24.14982,120.623004,3
2018,9,7,13,26,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,4,C03,7,9,1,10,2,12,  ,6,6,1,19,8,C03,24.14867,120.675499,2
2018,9,7,13,36,臺中市,東區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.131641,120.686761,3
2018,9,7,13,37,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,3,  ,  ,  ,C03,  ,  ,1,  ,2,  ,  ,42,42,  ,5,  ,C03,24.147848,120.661324,3
2018,9,7,13,42,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,9,3,10,1,1,B03,7,6,1,8,2,2,  ,9,9,1,22,8,B03,24.05331,120.686361,2
2018,9,7,13,51,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,  ,,B03,24.151472,120.716288,3
2018,9,7,14,20,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,24.199406,120.663083,3
2018,9,7,14,37,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,2,,B12,24.166971,120.621026,3
2018,9,7,14,40,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,20,,B03,24.23528,120.560339,4
2018,9,7,14,45,臺中市,南屯區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,1,1,5,5,4,2,13,23,3,10,1,1,B12,7,9,1,8,5,1,  ,23,23,1,9,8,B12,24.158278,120.634077,3
2018,9,7,14,47,臺中市,西區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,1,1,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,12,  ,42,42,1,21,8,C03,24.132176,120.662601,2
2018,9,7,14,55,臺中市,西區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,21,,B03,24.15488,120.664011,3
2018,9,7,14,56,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,23,,1,22,,A41,24.14976,120.59535,3
2018,9,7,15,0,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,2,5,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,2,  ,6,6,1,21,8,B03,24.162973,120.683464,2
2018,9,7,15,0,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,4,2,13,23,2,7,3,4,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.166022,120.65186,2
2018,9,7,15,3,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,1,2,5,  ,6,6,1,10,5,B03,24.258665,120.532231,2
2018,9,7,15,4,臺中市,霧峰區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,1,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,9,C03,24.052199,120.694466,2
2018,9,7,15,8,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,24.203652,120.727062,3
2018,9,7,15,9,臺中市,烏日區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,16,,1,10,,A02,24.111268,120.618226,3
2018,9,7,15,18,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,7,7,1,22,  ,B03,24.16698,120.675156,3
2018,9,7,15,19,臺中市,梧棲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,10,3,10,1,1,B03,7,11,1,8,2,8,  ,10,10,1,18,5,B03,24.231581,120.533332,2
2018,9,7,15,28,臺中市,清水區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,1,4,1,2,17,26,3,10,1,1,B03,7,6,1,8,2,2,  ,26,26,1,21,5,B03,24.273518,120.558585,2
2018,9,7,15,39,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,18,18,  ,5,  ,B03,24.137595,120.685532,3
2018,9,7,15,40,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,21,,B03,24.162903,120.649649,3
2018,9,7,15,47,臺中市,太平區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,1,17,42,2,7,1,1,C03,7,9,1,10,2,11,  ,42,42,1,8,8,C03,24.138832,120.732346,2
2018,9,7,15,48,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,22,  ,B03,24.167918,120.678245,3
2018,9,7,15,50,臺中市,烏日區,0,0,,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,5,,B03,24.085984,120.647777,3
2018,9,7,15,51,臺中市,沙鹿區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,  ,,B03,24.23973,120.561392,3
2018,9,7,15,53,臺中市,太平區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,1,16,42,2,7,1,1,C03,7,9,1,10,2,12,  ,13,42,1,21,8,C03,24.158389,120.718107,2
2018,9,7,16,0,臺中市,清水區,,,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.318333,120.558006,4
2018,9,7,16,4,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,11,2,9,1,1,C03,7,11,1,10,2,14,  ,11,11,1,21,8,C03,24.150838,120.681706,2
2018,9,7,16,18,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,  ,  ,  ,  ,C03,  ,  ,1,  ,2,  ,  ,8,8,1,22,  ,C03,24.164326,120.63537,3
2018,9,7,16,19,臺中市,新社區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,C03,  ,  ,2,  ,2,  ,  ,23,23,1,  ,  ,C03,24.242253,120.80749,3
2018,9,7,16,20,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,17,6,2,7,1,1,C03,7,5,3,18,2,11,  ,6,6,1,22,8,C03,24.347522,120.615767,2
2018,9,7,16,24,臺中市,南區,0,0,0,7,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,16,26,3,10,1,1,B03,7,5,1,8,2,6,  ,26,26,1,21,8,B03,24.114922,120.671783,3
2018,9,7,16,25,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,42,3,10,1,1,B12,7,6,1,8,2,2,  ,42,42,1,6,8,B12,24.121242,120.719784,2
2018,9,7,16,26,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,14,  ,23,23,1,5,7,C03,24.140171,120.66168,2
2018,9,7,16,32,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,  ,1,21,  ,B03,24.133408,120.611061,3
