"年","月","日","時","分","縣市","區","死","受傷","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標緯度","GPS座標經度","事故類別"
"2019","3","13","19","21","臺中市","大里區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.106811","120.689706","3"
"2019","3","13","19","36","臺中市","大里區","0","1","8","3","5","50","3","1","1","5","4","5","7","1","1","5","4","4","2","11","6","3","10","3","4","B03","7","5","1","8","2","1","","6","6","1","2","8","B03","24.114316","120.683885","2"
"2019","3","13","19","37","臺中市","西區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","1","","","B03","24.131184","120.66758","3"
"2019","3","13","19","50","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","21","","C03","24.176148","120.695725","3"
"2019","3","13","20","2","臺中市","西屯區","0","1","8","3","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","3","10","3","4","B03","7","9","1","8","2","4","","6","6","1","22","9","B03","24.190278","120.656828","2"
"2019","3","13","20","5","臺中市","大里區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","6","3","10","1","1","B03","7","6","1","8","2","5","","6","6","1","21","5","B03","24.094342","120.6879","2"
"2019","3","13","20","14","臺中市","西屯區","0","1","8","3","5","50","4","2","1","5","4","5","7","1","1","5","4","5","2","16","42","3","10","3","4","B03","7","8","1","8","2","6","","42","42","1","21","8","B03","24.183693","120.629353","2"
"2019","3","13","20","34","臺中市","西屯區","0","2","8","3","5","50","4","2","1","5","4","5","7","1","1","5","4","4","2","16","6","3","10","3","4","B03","7","7","1","8","2","1","","6","6","1","22","8","B03","24.16856","120.592807","2"
"2019","3","13","20","37","臺中市","北屯區","0","1","8","3","5","50","3","2","1","5","4","5","7","4","4","5","5","4","2","13","16","2","8","1","1","B03","7","9","1","8","2","1","","16","16","1","21","8","B03","24.189644","120.660063","2"
"2019","3","13","20","45","臺中市","大雅區","0","2","8","3","5","40","11","9","1","5","4","5","7","1","1","5","5","5","1","13","16","2","9","1","1","C03","7","9","1","10","2","11","","16","16","1","22","8","C03","24.212777","120.647104","2"
"2019","3","13","21","1","臺中市","沙鹿區","0","0","8","3","5","50","14","7","1","5","4","5","7","4","4","1","5","4","2","13","","","","","","C03","","","1","","2","","","16","","1","","","C03","24.23943","120.560183","3"
"2019","3","13","21","6","臺中市","大雅區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.225506","120.644892","3"
"2019","3","13","21","26","臺中市","大里區","0","1","8","3","5","50","14","9","1","5","4","5","7","4","4","3","4","5","1","17","43","3","10","1","1","B01","7","9","1","4","2","6","","43","43","1","10","9","B01","24.091536","120.691801","2"
"2019","3","13","21","28","臺中市","清水區","0","1","8","3","5","50","4","2","1","5","4","5","7","3","1","5","5","5","1","11","6","3","10","1","1","B03","7","9","1","8","2","1","","6","6","1","5","7","B03","24.292388","120.575421","2"
"2019","3","13","21","37","臺中市","南區","0","1","8","3","5","50","3","1","1","5","4","5","7","4","4","3","4","4","2","12","7","3","10","1","1","B03","7","8","1","8","2","2","","7","7","1","5","5","B03","24.130166","120.672582","2"
"2019","3","13","21","40","臺中市","大肚區","0","2","8","3","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","8","1","1","C03","7","9","1","10","2","11","","6","6","1","22","8","C03","24.173806","120.580805","2"
"2019","3","13","21","46","臺中市","北屯區","0","1","8","3","5","50","14","7","1","5","4","5","7","4","4","1","2","4","2","13","23","2","7","1","1","C03","7","9","1","10","2","11","","23","23","1","22","8","C03","24.169193","120.697228","2"
"2019","3","13","21","53","臺中市","沙鹿區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","5","","B03","24.236592","120.559359","3"
"2019","3","13","22","8","臺中市","西屯區","0","3","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","2","9","1","1","C03","7","9","1","10","2","11","14","23","6","1","21","8","C03","24.184088","120.617056","2"
"2019","3","13","22","11","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B02","","","3","","2","","","16","","1","5","","B02","24.154546","120.685408","3"
"2019","3","13","22","14","臺中市","太平區","0","1","8","3","5","50","4","1","1","5","4","5","7","2","1","5","4","4","2","16","9","3","10","1","1","B03","7","6","1","8","2","2","","9","9","1","21","1","B03","24.138318","120.715098","2"
"2019","3","13","22","15","臺中市","西屯區","0","1","8","3","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","3","4","B03","7","6","1","8","2","5","","6","6","1","22","9","B03","24.18269","120.616493","2"
"2019","3","13","22","47","臺中市","大里區","0","2","8","1","5","50","3","2","1","5","4","5","7","3","1","5","4","5","1","13","23","2","2","3","4","B03","7","9","1","8","2","1","","23","23","1","12","8","B03","24.087455","120.688821","2"
"2019","3","13","23","0","臺中市","霧峰區","0","1","8","3","5","40","11","9","1","5","4","5","7","4","4","5","5","5","1","27","42","2","9","1","1","C03","7","9","1","10","2","11","","42","42","1","18","8","C03","24.073681","120.706846","2"
"2019","3","13","23","59","臺中市","烏日區","0","1","8","3","5","60","4","2","1","5","4","5","7","1","1","1","3","4","1","17","25","3","10","1","1","B03","7","5","1","8","2","5","","25","25","1","22","8","B03","24.108839","120.641776","2"
"2019","3","14","0","24","臺中市","北屯區","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","42","","1","","","B03","24.164174","120.715304","3"
"2019","3","14","0","40","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.163477","120.629425","3"
"2019","3","14","1","50","臺中市","西區","0","0","","","","","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","26","","1","","","C03","","","3"
"2019","3","14","1","50","臺中市","北屯區","0","1","8","3","5","50","14","7","1","5","4","5","7","4","4","5","5","4","2","18","42","2","9","3","4","C03","7","9","1","10","2","15","","42","42","1","21","8","C03","24.169438","120.686079","2"
"2019","3","14","2","25","臺中市","南區","0","1","8","3","5","50","14","8","1","5","4","5","7","4","4","1","2","4","2","17","23","2","1","1","1","C03","7","9","1","10","2","11","","23","23","1","4","8","C03","24.111165","120.659374","2"
"2019","3","14","2","59","臺中市","西區","0","2","8","3","5","40","14","8","1","5","4","5","7","4","4","3","4","3","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","5","5","C03","24.152738","120.667749","2"
"2019","3","14","3","19","臺中市","北屯區","0","1","8","3","5","60","4","1","1","5","4","1","7","1","1","10","5","5","2","28","43","2","9","1","1","C03","7","9","4","8","2","11","","43","43","1","21","8","C03","24.163","120.719442","2"
"2019","3","14","4","5","臺中市","西屯區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","25","2","1","1","1","B03","7","9","1","8","2","2","","25","25","1","4","8","B03","24.181844","120.635933","2"
"2019","3","14","6","55","臺中市","大甲區","0","1","8","1","5","50","4","18","1","5","4","5","7","1","1","10","5","5","1","3","15","3","10","1","1","B11","7","5","1","3","2","8","","15","15","1","22","1","B11","24.35076","120.620104","2"
"2019","3","14","6","56","臺中市","南區","0","0","8","","","40","","","","","","","","","","","","","","","19","3","","","","B03","","","1","","2","","","19","19","","9","","B03","24.119475","120.66702","3"
"2019","3","14","7","10","臺中市","南區","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","23","23","2","20","","B03","24.119512","120.663112","3"
"2019","3","14","7","15","臺中市","潭子區","0","1","7","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","7","2","9","1","1","C03","7","9","1","10","2","11","","23","7","1","21","8","C03","24.214113","120.700666","2"
"2019","3","14","7","19","臺中市","龍井區","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","12","","B03","24.2095","120.5056","3"
"2019","3","14","7","20","臺中市","大里區","0","0","8","1","5","50","14","8","1","5","4","5","7","4","4","5","4","4","2","16","7","3","10","1","1","B03","7","8","1","8","2","2","","7","7","1","5","8","B03","24.111208","120.696673","3"
"2019","3","14","7","20","臺中市","大肚區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.132871","120.555271","3"
"2019","3","14","7","20","臺中市","清水區","0","0","8","1","5","40","","","","","","","","","","","","","","","8","","","","","B03","","","1","","2","","","8","8","1","22","","B03","24.272836","120.555181","3"
"2019","3","14","7","20","臺中市","大甲區","0","1","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","17","6","3","10","1","1","B03","7","9","6","18","2","2","","6","6","1","22","8","B03","24.341273","120.619805","2"
"2019","3","14","7","20","臺中市","潭子區","0","0","8","1","5","50","14","7","1","5","4","5","7","4","4","5","5","4","2","11","","","","","","C03","","","3","","2","","","26","","1","22","","C03","24.21267","120.70263","3"
"2019","3","14","7","27","臺中市","南屯區","0","1","8","1","5","50","5","1","1","5","4","5","7","4","4","5","4","4","2","11","14","3","10","1","1","B03","7","5","1","8","2","15","","44","14","1","22","8","B03","24.132956","120.65239","2"
"2019","3","14","7","28","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","42","","1","","","C03","24.150103","120.685094","3"
"2019","3","14","7","30","臺中市","東勢區","0","1","8","1","5","40","3","2","1","5","4","5","7","4","4","10","5","5","1","17","6","2","5","1","1","C03","7","6","1","10","2","13","","6","6","1","7","8","C03","24.227041","120.836131","2"
"2019","3","14","7","37","臺中市","大里區","0","0","8","","","50","","","","","","","","","","","","","","","17","","","","","","","","7","","11","","","67","17","1","","","","24.093791","120.700495","3"
"2019","3","14","7","37","臺中市","太平區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.143333","120.721111","3"
"2019","3","14","7","38","臺中市","西屯區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","10","5","5","2","12","43","2","9","1","1","C03","7","9","1","10","2","14","","43","43","1","21","8","C03","24.16276","120.629935","2"
"2019","3","14","7","39","臺中市","霧峰區","0","1","8","1","5","40","4","1","1","5","4","5","7","1","1","1","5","4","1","12","6","3","10","1","1","B03","7","6","1","8","2","6","","6","6","1","19","8","B03","24.033876","120.684062","2"
"2019","3","14","7","40","臺中市","西區","0","1","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","20","8","B03","24.146818","120.651456","2"
"2019","3","14","7","47","臺中市","西區","0","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.149","120.668193","3"
"2019","3","14","7","51","臺中市","大雅區","0","1","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","1","1","C03","7","6","3","18","2","11","","6","6","1","22","9","C03","24.235005","120.667132","2"
"2019","3","14","7","55","臺中市","南區","0","1","8","1","5","50","4","2","1","5","4","5","7","2","1","1","2","5","2","13","16","2","7","1","1","C03","7","9","1","10","2","11","","16","16","1","18","8","C03","24.120623","120.650136","2"
"2019","3","14","7","55","臺中市","北屯區","0","2","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","1","","6","6","1","5","8","B03","24.171221","120.719683","2"
"2019","3","14","7","59","臺中市","北屯區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","13","23","3","10","1","1","B03","7","9","1","8","2","1","","23","23","1","21","8","B03","24.176561","120.719608","2"
"2019","3","14","8","2","臺中市","南區","0","2","8","1","5","50","4","1","1","5","4","5","7","2","1","5","5","5","2","11","25","2","9","1","1","C03","7","6","1","10","2","11","","25","25","1","2","5","C03","24.116923","120.66676","2"
"2019","3","14","8","4","臺中市","龍井區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.182136","120.585403","3"
"2019","3","14","8","8","臺中市","南屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","5","","2","","","26","","1","","","B03","24.149668","120.622926","3"
"2019","3","14","8","14","臺中市","西屯區","0","1","8","1","5","40","4","1","1","5","4","5","7","1","1","9","5","4","2","16","25","3","10","3","4","C03","7","6","1","10","9","14","","25","25","1","22","8","C03","24.183235","120.618253","2"
"2019","3","14","8","16","臺中市","西屯區","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B01","","","1","","2","","","16","","1","22","","B01","24.16117","120.652147","3"
"2019","3","14","8","19","臺中市","東區","0","0","7","1","5","50","4","7","1","5","4","5","7","1","1","9","4","4","2","13","23","","","","","B03","","9","1","8","2","1","","23","23","1","5","","B03","24.127004","120.702816","3"
"2019","3","14","8","22","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","","","C03","24.195225","120.686412","3"
"2019","3","14","8","25","臺中市","北屯區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","43","3","10","1","1","B03","7","6","1","8","2","15","","43","43","1","21","8","B03","24.172761","120.681665","2"
"2019","3","14","8","30","臺中市","北屯區","0","1","8","1","5","40","4","1","1","5","4","5","7","1","1","10","5","5","2","12","7","3","10","1","1","A02","7","10","1","2","2","2","","7","7","1","5","8","A02","24.177148","120.669493","2"
"2019","3","14","8","30","臺中市","大里區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","4","5","5","1","12","43","3","10","1","1","B12","7","9","1","8","11","15","","43","43","2","22","5","B12","24.072001","120.682025","2"
"2019","3","14","8","31","臺中市","西屯區","0","1","8","1","5","50","14","7","1","5","4","5","7","4","4","10","5","5","2","12","19","3","10","1","1","B03","7","1","1","8","2","8","","19","19","1","21","8","B03","24.19502","120.656955","2"
"2019","3","14","8","41","臺中市","烏日區","0","1","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","25","3","10","1","1","B02","7","9","1","8","2","5","","25","25","1","21","1","B02","24.093421","120.649053","2"
"2019","3","14","8","46","臺中市","沙鹿區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","16","4","2","9","1","1","C03","7","11","3","18","2","12","","4","4","1","21","8","C03","24.225971","120.57337","2"
"2019","3","14","8","55","臺中市","西屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","A12","","","1","","2","","","42","","1","22","","A12","24.160774","120.617898","3"
"2019","3","14","8","59","臺中市","烏日區","0","1","8","1","5","50","4","2","1","5","4","5","7","4","4","5","4","4","2","3","23","3","10","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.108276","120.63786","2"
"2019","3","14","9","0","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","22","","C03","24.166301","120.65339","3"
"2019","3","14","9","0","臺中市","大里區","0","1","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","16","19","3","10","1","1","B03","7","1","1","8","2","8","","19","19","1","5","8","B03","24.096042","120.676573","2"
"2019","3","14","9","0","臺中市","沙鹿區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","21","","B03","24.221791","120.579922","4"
"2019","3","14","9","9","臺中市","南區","0","2","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","16","19","2","9","4","1","F03","7","1","8","20","2","16","","19","19","1","5","8","F03","24.113715","120.65596","2"
"2019","3","14","9","10","臺中市","沙鹿區","0","3","8","1","5","50","3","1","1","5","4","5","7","1","1","1","4","4","1","16","9","2","9","1","1","C03","7","6","1","10","2","12","","9","9","1","18","8","C03","24.220869","120.55609","2"
"2019","3","14","9","13","臺中市","烏日區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","9","5","5","1","17","43","2","8","1","1","C03","7","5","1","10","2","14","","43","43","1","21","8","C03","24.071488","120.647375","2"
"2019","3","14","9","16","臺中市","西區","0","0","7","1","5","50","4","1","1","5","4","5","7","4","4","5","5","5","2","16","","3","","","","B03","","","1","","2","","","6","","1","21","","B03","24.150235","120.668216","3"
"2019","3","14","9","22","臺中市","龍井區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.177746","120.57495","3"
"2019","3","14","9","25","臺中市","烏日區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","18","","1","21","","B12","24.113208","120.587074","3"
"2019","3","14","9","25","臺中市","大雅區","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B12","","","1","","1","","","12","","1","21","","B12","24.224503","120.645708","3"
"2019","3","14","10","6","臺中市","后里區","0","0","8","","","40","","","","","","","","","","","","","","","19","","","","","B03","","","1","","2","","","19","19","1","22","","B03","24.28967","120.707228","3"
"2019","3","14","10","15","臺中市","大里區","0","1","8","1","5","40","4","1","1","5","4","5","7","1","1","10","5","5","2","16","9","3","10","1","1","B12","7","6","1","8","2","2","","9","9","1","5","8","B12","24.102125","120.67181","2"
"2019","3","14","10","16","臺中市","南屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","6","","1","22","","C03","24.146523","120.641741","3"
"2019","3","14","10","21","臺中市","西屯區","0","2","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.174254","120.667783","2"
"2019","3","14","10","38","臺中市","沙鹿區","0","1","8","1","5","50","14","7","1","5","4","5","7","4","4","5","5","4","2","18","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","18","8","C03","24.221989","120.57823","2"
"2019","3","14","10","47","臺中市","大肚區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","9","5","5","1","18","42","2","9","1","1","C03","7","9","1","10","2","14","","42","42","1","21","8","C03","24.166445","120.577871","2"
"2019","3","14","10","48","臺中市","龍井區","0","2","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","1","15","6","2","9","1","1","C03","7","9","1","10","2","14","","13","6","1","21","8","C03","24.18097","120.578076","2"
"2019","3","14","10","50","臺中市","大里區","0","1","8","1","5","50","3","1","1","5","4","5","7","3","1","10","5","5","2","16","19","2","8","1","1","C03","7","1","1","10","2","12","","19","19","2","21","8","C03","24.097621","120.676837","2"
"2019","3","14","10","50","臺中市","大肚區","0","2","8","1","5","40","13","9","1","5","4","5","7","4","4","10","5","5","2","16","19","2","8","1","1","C03","7","1","1","10","2","12","","19","19","1","5","4","C03","24.130865","120.573466","2"
"2019","3","14","10","57","臺中市","烏日區","0","0","8","","","40","","","","","","","","","","","","","","","12","","","","","B12","","","1","","2","","","12","12","1","21","","B12","24.108965","120.644343","3"
"2019","3","14","11","0","臺中市","大雅區","0","1","8","1","5","50","5","2","1","5","4","5","7","1","1","1","4","4","1","16","6","3","10","1","1","B03","7","6","1","7","2","2","","6","6","1","22","8","B03","24.212686","120.650054","2"
"2019","3","14","11","1","臺中市","南屯區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","9","C03","24.148836","120.645447","2"
"2019","3","14","11","1","臺中市","梧棲區","0","1","8","1","5","50","14","8","1","5","4","5","7","4","4","3","4","4","2","12","7","3","10","3","4","B03","7","8","1","8","2","5","","7","7","1","21","8","B03","24.251979","120.550463","2"
"2019","3","14","11","10","臺中市","太平區","0","1","8","1","5","50","4","2","1","5","4","5","7","2","1","10","5","5","2","13","23","2","8","1","1","C03","7","9","1","10","1","11","","23","23","1","5","8","C03","24.149141","120.71464","2"
"2019","3","14","11","18","臺中市","東區","0","1","8","1","5","50","14","7","1","5","4","5","7","1","1","5","5","4","2","13","23","3","10","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.144498","120.709158","2"
"2019","3","14","11","19","臺中市","清水區","0","1","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","1","11","23","3","10","1","1","B03","7","9","1","8","7","8","","23","23","2","3","1","B03","24.3103709","120.5626258","2"
"2019","3","14","11","24","臺中市","南屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","","","B12","24.149228","120.639878","3"
"2019","3","14","11","37","臺中市","西屯區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","17","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","22","9","C03","24.162389","120.642138","2"
"2019","3","14","11","40","臺中市","大甲區","0","2","8","1","5","50","3","1","1","5","4","5","5","4","4","10","5","5","2","17","6","2","9","1","1","C03","7","9","1","10","2","12","","6","6","1","21","8","C03","24.346746","120.617776","2"
"2019","3","14","11","40","臺中市","東勢區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","5","","1","9","","B12","24.219263","120.886188","3"
"2019","3","14","11","47","臺中市","北區","0","0","","","","","","","","","","","","","","","","","","","","3","","","","B12","","","1","","2","","","12","","","22","","B12","24.158116","120.687645","3"
"2019","3","14","11","48","臺中市","北區","0","1","8","1","5","50","3","2","1","5","4","5","7","4","4","5","4","4","2","17","6","3","10","1","1","B03","7","6","1","8","2","8","","6","6","1","21","8","B03","24.155277","120.6875","2"
"2019","3","14","11","50","臺中市","北屯區","0","1","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","43","2","9","1","1","C04","7","5","1","11","2","15","","43","43","1","21","8","C04","24.164951","120.693118","2"
"2019","3","14","11","54","臺中市","霧峰區","0","3","8","1","5","40","4","1","1","5","4","5","7","1","1","10","5","5","2","16","25","2","9","1","1","C03","7","9","1","10","2","14","","25","25","1","18","8","C03","24.048485","120.686786","2"
"2019","3","14","12","0","臺中市","西屯區","0","1","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","26","2","9","1","1","C03","7","9","1","10","2","11","","26","26","1","21","8","C03","24.18424","120.60803","2"
"2019","3","14","12","4","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","23","","1","22","","B03","24.148003","120.678634","3"
"2019","3","14","12","7","臺中市","南屯區","0","1","8","1","5","50","3","9","1","5","4","5","7","4","4","8","4","5","2","16","6","2","8","1","1","C03","7","6","1","10","2","14","","6","6","1","22","8","C03","24.135941","120.602393","2"
"2019","3","14","12","12","臺中市","龍井區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","17","","1","22","","B12","24.191541","120.589642","3"
"2019","3","14","12","35","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","22","","C03","24.166513","120.644586","3"
"2019","3","14","12","36","臺中市","南屯區","0","1","8","1","5","50","5","1","1","5","4","5","7","2","1","8","4","4","2","11","6","3","10","1","1","B03","7","5","1","8","2","1","","6","6","1","22","8","B03","24.135743","120.602695","2"
"2019","3","14","12","44","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","10","","1","22","","B03","24.155977","120.668798","3"
"2019","3","14","12","46","臺中市","大雅區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","6","","1","22","","B12","24.24791","120.6532","3"
"2019","3","14","12","47","臺中市","西屯區","0","1","8","1","5","50","14","7","1","5","4","5","7","4","4","1","4","4","2","16","7","2","9","1","1","C03","7","7","1","10","2","14","","7","7","1","22","9","C03","24.168347","120.647721","2"
"2019","3","14","12","54","臺中市","南屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","23","","1","","","B02","24.152627","120.635051","3"
"2019","3","14","13","0","臺中市","中區","0","2","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","19","2","9","1","1","C03","7","1","1","10","2","14","","19","19","1","20","8","C03","24.13645","120.681556","2"
"2019","3","14","13","5","臺中市","北屯區","0","1","8","1","5","50","5","1","1","5","4","5","7","1","1","10","5","5","2","16","9","3","10","1","1","B03","7","6","1","8","2","2","","9","9","1","2","8","B03","24.1884","120.6864","2"
"2019","3","14","13","18","臺中市","龍井區","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","","","B12","24.188905","120.580048","3"
"2019","3","14","13","28","臺中市","北屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","40","","1","22","","B03","24.180003","120.719661","3"
"2019","3","14","13","29","臺中市","中區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","13","16","2","8","1","1","C03","7","9","1","10","2","14","","16","16","1","21","8","C03","24.141513","120.683678","2"
"2019","3","14","13","30","臺中市","東區","0","1","8","1","5","50","3","1","1","5","4","5","7","3","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","22","8","B03","24.145397","120.692422","2"
"2019","3","14","13","39","臺中市","西區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","10","3","10","1","1","B03","7","11","1","8","2","4","","10","10","1","5","8","B03","24.14432","120.661626","2"
"2019","3","14","13","50","臺中市","大甲區","0","0","8","","","70","","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","12","12","1","","","B03","24.343663","120.617365","3"
"2019","3","14","13","52","臺中市","西區","0","2","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","3","4","B03","7","9","1","8","2","5","","6","6","1","21","8","B03","24.15233","120.65391","2"
"2019","3","14","13","55","臺中市","大雅區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","","","B12","24.220607","120.656605","3"
"2019","3","14","13","58","臺中市","大甲區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","","","","B03","24.352895","120.629626","3"
"2019","3","14","14","0","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","17","","","","","C03","","","1","","2","","","42","17","1","21","","C03","24.13778","120.683395","3"
"2019","3","14","14","10","臺中市","南屯區","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B12","","","1","","2","","","23","23","1","22","","B12","24.139029","120.634596","3"
"2019","3","14","14","10","臺中市","大里區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","9","","","44","","1","22","","B03","24.115842","120.68017","3"
"2019","3","14","14","20","臺中市","烏日區","0","0","8","","","50","","","","","","","","","","","","","","","12","3","","","","B12","","","1","","2","","","12","12","","10","","B12","24.046945","120.653671","3"
"2019","3","14","14","23","臺中市","東區","0","0","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","14","12","","","","","B12","","2","1","8","2","6","","12","12","1","5","","B12","24.131726","120.697681","3"
"2019","3","14","14","27","臺中市","太平區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","A11","","","1","","9","","","12","","1","10","","A11","24.122449","120.710633","3"
"2019","3","14","14","31","臺中市","潭子區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","18","","1","22","","B12","24.215703","120.721338","3"
