"年","月","日","時","分","縣市","區","死","受傷","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標緯度","GPS座標經度","事故類別"
"2019","3","10","10","17","臺中市","沙鹿區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","23","","1","","","B02","","","3"
"2019","3","10","10","23","臺中市","南屯區","0","1","8","1","5","30","14","9","1","5","4","5","7","4","4","5","5","5","1","13","16","2","9","1","1","C03","7","9","1","10","2","12","","16","16","1","22","8","C03","24.139015","120.585678","2"
"2019","3","10","10","25","臺中市","北屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","5","","B12","24.165665","120.691499","3"
"2019","3","10","10","33","臺中市","西屯區","0","1","8","1","5","50","4","2","1","5","4","5","7","1","1","5","4","4","2","16","6","2","9","1","1","C03","7","5","1","10","2","14","","6","6","1","22","8","C03","24.180118","120.638867","2"
"2019","3","10","10","47","臺中市","西區","0","2","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","8","2","9","1","1","C03","7","5","1","10","2","14","","8","8","1","2","5","C03","24.155186","120.655875","2"
"2019","3","10","10","50","臺中市","霧峰區","0","1","8","1","5","50","4","2","1","5","4","5","7","1","1","9","4","5","1","17","42","3","10","1","1","C03","7","9","1","10","2","11","","42","42","1","12","8","C03","24.070177","120.696801","2"
"2019","3","10","10","58","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.162269","120.661326","4"
"2019","3","10","11","1","臺中市","沙鹿區","0","2","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","1","1","C03","7","9","2","18","2","11","","6","6","1","16","8","C03","24.225505","120.573537","2"
"2019","3","10","11","5","臺中市","南屯區","0","0","7","","","50","","","","","","","","4","","","","","","","12","3","","","","B03","","","1","","2","","","12","12","1","21","","B03","24.150357","120.643637","3"
"2019","3","10","11","7","臺中市","南屯區","0","0","8","","","40","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","16","","1","21","","B03","24.133608","120.64993","3"
"2019","3","10","11","9","臺中市","西屯區","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.18392","120.606856","3"
"2019","3","10","11","10","臺中市","清水區","0","1","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","5","5","C03","24.275689","120.557006","2"
"2019","3","10","11","12","臺中市","東區","0","1","7","1","5","40","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","C03","7","6","1","10","2","13","","6","6","1","21","8","C03","24.142771","120.698033","2"
"2019","3","10","11","12","臺中市","西屯區","0","1","8","1","5","40","14","8","1","5","4","5","7","4","4","1","4","1","2","17","23","2","9","3","4","C03","7","9","1","10","2","15","12","23","23","1","9","8","C03","24.166268","120.642221","2"
"2019","3","10","11","14","臺中市","西屯區","0","1","8","1","5","50","14","7","1","5","4","5","7","4","4","5","4","4","2","13","42","3","10","1","1","B03","7","9","1","8","2","1","","42","42","1","22","8","B03","24.176025","120.613329","2"
"2019","3","10","11","16","臺中市","霧峰區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.026178","120.671457","3"
"2019","3","10","11","24","臺中市","北區","0","2","8","1","5","40","14","8","1","5","4","5","7","4","4","1","2","4","2","17","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","8","C03","24.1492","120.6749","2"
"2019","3","10","11","35","臺中市","霧峰區","0","1","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","1","16","23","2","8","1","1","C03","7","9","1","10","2","12","","23","23","1","22","8","C03","24.064665","120.69809","2"
"2019","3","10","11","43","臺中市","太平區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.144698","120.711961","3"
"2019","3","10","11","45","臺中市","北屯區","0","1","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B02","7","6","1","4","2","2","","6","6","1","21","8","B02","24.171283","120.705926","2"
"2019","3","10","11","59","臺中市","中區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","","","3"
"2019","3","10","12","17","臺中市","西屯區","0","1","8","1","5","40","3","2","1","5","4","5","7","4","4","5","4","4","2","16","19","3","10","1","1","B03","7","1","1","8","2","4","","19","19","1","22","8","B03","24.183578","120.593475","2"
"2019","3","10","12","25","臺中市","西區","0","0","7","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","14","","3","","","","B03","","","1","","1","","","12","","1","21","","B03","24.147761","120.651574","3"
"2019","3","10","12","27","臺中市","南區","0","1","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","21","8","B03","24.114248","120.66531","2"
"2019","3","10","12","28","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","C03","","","1","","2","","","23","23","1","21","","C03","24.186811","120.688163","3"
"2019","3","10","12","45","臺中市","烏日區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","5","","9","","","17","","1","22","","B03","24.104306","120.640013","3"
"2019","3","10","12","50","臺中市","霧峰區","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","22","","B12","24.05936","120.69529","3"
"2019","3","10","12","55","臺中市","西屯區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","9","2","5","2","16","6","3","10","3","4","B03","7","5","1","8","2","5","","6","6","1","22","8","B03","24.156746","120.654631","2"
"2019","3","10","13","0","臺中市","北屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","5","","B03","24.172728","120.685452","3"
"2019","3","10","13","0","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","19","","","","","B03","","","1","","2","","","44","19","1","","","B03","24.175741","120.720026","3"
"2019","3","10","13","6","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","6","","","22","","C03","24.14823","120.68568","3"
"2019","3","10","13","9","臺中市","南屯區","0","0","8","","","40","","","","","","","","4","","","","","","","23","3","","","","B03","","","1","","2","","","23","23","1","21","","B03","24.149367","120.623679","3"
"2019","3","10","13","12","臺中市","西區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","42","3","10","1","1","C03","7","9","1","10","2","11","","23","42","1","5","7","C03","24.140262","120.673839","2"
"2019","3","10","13","12","臺中市","北屯區","0","1","8","1","5","50","4","2","1","5","4","5","7","1","1","5","4","5","2","13","23","3","10","1","1","A04","7","9","1","2","2","1","","23","23","1","10","8","A04","24.159541","120.703936","2"
"2019","3","10","13","18","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","12","3","","","","B03","","","1","8","9","3","","12","12","1","21","8","B03","24.15096","120.670825","3"
"2019","3","10","13","21","臺中市","東勢區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","4","","1","22","","B03","24.160655","120.857777","3"
"2019","3","10","13","25","臺中市","清水區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","20","","B03","24.269698","120.577228","3"
"2019","3","10","13","26","臺中市","西屯區","","","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.171813","120.645963","3"
"2019","3","10","13","29","臺中市","南區","0","2","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","25","2","8","1","1","C03","7","9","1","10","2","14","","25","25","1","4","8","C03","24.114489","120.668294","2"
"2019","3","10","13","32","臺中市","南區","0","1","8","1","5","50","14","7","1","5","4","5","7","4","4","2","4","4","2","17","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","21","8","C03","24.121374","120.67928","2"
"2019","3","10","13","35","臺中市","沙鹿區","0","0","8","","","50","","","","","","","","","","","","","","","25","","","","","B03","","","1","","2","","","25","25","1","21","","B03","24.209335","120.568837","3"
"2019","3","10","13","40","臺中市","大里區","0","3","8","1","5","50","14","9","1","5","4","5","7","4","4","10","5","5","1","12","17","3","10","1","1","B12","7","9","1","8","2","2","","17","17","1","5","5","B12","24.111845","120.689061","2"
"2019","3","10","13","52","臺中市","沙鹿區","0","1","7","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","25","3","10","1","1","B03","7","9","1","8","2","8","","25","25","1","4","8","B03","24.236379","120.559424","2"
"2019","3","10","13","59","臺中市","西區","0","2","7","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","5","4","C03","24.157439","120.661542","2"
"2019","3","10","13","59","臺中市","龍井區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","17","8","3","10","1","1","A05","7","5","1","2","2","5","","8","8","1","10","6","A05","24.187998","120.583353","2"
"2019","3","10","14","0","臺中市","北屯區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","10","5","5","2","3","23","3","10","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.177692","120.73373","2"
"2019","3","10","14","0","臺中市","大里區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.113968","120.685038","3"
"2019","3","10","14","3","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","8","","1","22","","B03","24.19985","120.65677","3"
"2019","3","10","14","7","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.174056","120.671218","3"
"2019","3","10","14","13","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","1","","","B03","24.182531","120.686057","3"
"2019","3","10","14","15","臺中市","石岡區","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","19","","B03","24.273491","120.79026","3"
"2019","3","10","14","20","臺中市","北區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","9","5","5","2","2","23","3","10","1","1","B03","7","9","1","8","2","5","","23","23","1","22","8","B03","24.1497","120.6844","2"
"2019","3","10","14","22","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","16","3","","","","B03","","","1","8","2","1","","16","16","","21","","B03","24.170091","120.672718","3"
"2019","3","10","14","25","臺中市","大里區","0","2","7","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","17","6","3","10","1","1","B03","7","5","1","8","2","15","","6","6","1","9","8","B03","24.103891","120.700485","2"
"2019","3","10","14","30","臺中市","南屯區","0","0","8","","","50","","","","","","","","4","","","","","","","12","3","","","","B03","","","1","","2","","","12","12","1","21","","B03","24.132815","120.64997","3"
"2019","3","10","14","30","臺中市","西屯區","0","2","8","1","5","40","3","1","1","5","4","5","7","4","4","9","5","5","2","16","6","2","9","3","4","C03","7","5","1","10","2","14","","6","6","1","22","8","C03","24.166185","120.663571","2"
"2019","3","10","14","30","臺中市","霧峰區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","18","","1","18","","B03","24.071038","120.712891","3"
"2019","3","10","14","31","臺中市","潭子區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","19","","1","22","","B12","24.209056","120.719417","3"
"2019","3","10","14","35","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","5","","B03","24.152632","120.675454","3"
"2019","3","10","14","35","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","7","","","","","B03","","","1","","2","","","23","7","1","","","B03","24.168125","120.641241","3"
"2019","3","10","14","35","臺中市","霧峰區","0","1","8","1","5","40","3","1","1","5","4","5","7","1","1","1","5","5","2","13","23","3","10","3","4","B03","7","9","1","8","2","1","","23","23","1","3","8","B03","24.068569","120.662574","2"
"2019","3","10","14","38","臺中市","北區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","7","","1","21","","C03","24.162879","120.663554","3"
"2019","3","10","14","44","臺中市","西屯區","0","0","8","","","1","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.199915","120.652946","3"
"2019","3","10","14","44","臺中市","烏日區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","1","","1","21","","B03","24.055678","120.65168","3"
"2019","3","10","14","56","臺中市","東區","","","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","43","","1","5","","B03","24.142738","120.695886","3"
"2019","3","10","14","58","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","22","","B03","24.180666","120.620378","3"
"2019","3","10","15","5","臺中市","南屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.148051","120.632211","3"
"2019","3","10","15","9","臺中市","北屯區","0","1","6","1","5","50","14","8","1","4","4","5","7","4","4","1","4","4","2","12","7","3","10","1","1","B12","7","8","1","8","2","2","","7","7","1","5","8","B12","24.175788","120.671758","2"
"2019","3","10","15","18","臺中市","太平區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","42","","1","5","","B12","24.156136","120.70338","3"
"2019","3","10","15","18","臺中市","外埔區","0","1","8","1","5","40","4","9","1","5","4","5","6","3","1","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","8","","6","6","1","5","5","B03","24.332248","120.66446","2"
"2019","3","10","15","30","臺中市","南屯區","0","1","7","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","22","9","B03","24.150827","120.64652","2"
"2019","3","10","15","30","臺中市","潭子區","0","2","6","1","5","60","3","1","1","4","4","5","7","3","1","1","4","4","1","17","19","2","9","4","4","F02","7","1","8","20","11","16","","19","19","2","22","9","F02","24.228712","120.708371","2"
"2019","3","10","15","35","臺中市","沙鹿區","0","2","6","1","5","40","14","8","1","4","4","5","7","1","1","1","2","1","2","9","23","2","8","1","1","C03","7","9","1","10","2","14","","23","23","1","18","8","C03","24.227055","120.576178","2"
"2019","3","10","15","40","臺中市","潭子區","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.192626","120.722548","3"
"2019","3","10","15","43","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","4","","C03","24.168589","120.641402","3"
"2019","3","10","15","45","臺中市","南屯區","0","1","7","1","5","50","4","1","1","5","4","5","7","2","1","1","2","5","2","16","9","3","10","1","1","B03","7","6","1","8","2","5","","9","9","1","5","8","B03","24.133611","120.646111","2"
"2019","3","10","15","45","臺中市","東勢區","0","0","8","1","5","40","3","1","1","4","4","5","7","3","1","10","5","5","2","17","5","3","10","1","1","B03","7","6","1","8","2","1","","5","5","1","9","8","B03","24.20277","120.839791","3"
"2019","3","10","15","48","臺中市","沙鹿區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","","","3"
"2019","3","10","15","49","臺中市","西區","0","0","8","1","5","50","4","1","1","5","4","5","7","4","4","5","5","5","2","14","","3","","","","B03","","","1","","2","","","12","","1","21","","B03","24.151577","120.655122","3"
"2019","3","10","15","50","臺中市","潭子區","0","1","7","2","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","16","16","2","9","4","5","F02","7","9","8","20","5","16","","16","16","1","22","8","F02","24.204245","120.71824","2"
"2019","3","10","15","57","臺中市","太平區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","13","23","3","10","1","1","B03","7","9","1","8","2","1","","23","23","1","21","8","B03","24.130034","120.718779","2"
"2019","3","10","15","58","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","22","","B03","24.164106","120.646058","3"
"2019","3","10","16","5","臺中市","西屯區","0","2","6","1","5","50","3","1","1","4","4","5","7","1","1","10","5","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.17343","120.598554","2"
"2019","3","10","16","10","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.148841","120.687169","3"
"2019","3","10","16","30","臺中市","沙鹿區","0","0","8","","","40","","","","","","","","","","","","","","","38","","","","","","","","7","","11","","","43","38","","","","","24.250359","120.56779","3"
"2019","3","10","16","30","臺中市","梧棲區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","16","42","3","10","1","1","B12","7","15","1","7","2","8","","42","42","1","21","8","B12","24.250628","120.539048","2"
"2019","3","10","16","49","臺中市","北區","0","1","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","12","1","2","9","1","4","C03","7","4","1","10","2","12","","1","1","1","21","8","C03","24.166975","120.676604","2"
"2019","3","10","16","50","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","19","","1","","","B12","24.176059","120.696754","3"
"2019","3","10","16","50","臺中市","烏日區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","18","","1","21","","B03","24.112259","120.616331","3"
"2019","3","10","16","56","臺中市","西屯區","0","1","6","1","5","40","14","9","1","4","4","5","7","4","4","9","4","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","9","C03","24.20385","120.657525","2"
"2019","3","10","17","0","臺中市","沙鹿區","0","1","7","2","5","40","4","1","1","4","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","1","","6","6","1","6","5","B03","24.241883","120.561005","2"
"2019","3","10","17","4","臺中市","南區","0","2","7","1","5","40","14","22","1","5","4","5","6","4","4","5","4","4","2","9","23","2","7","1","1","C03","7","9","1","10","2","11","","23","23","1","9","1","C03","24.133478","120.681831","2"
"2019","3","10","17","25","臺中市","太平區","0","0","6","","","50","","","","","","","","","","","","","","","26","","","","","C03","","","1","","2","","","26","26","1","21","","C03","24.112594","120.731126","3"
"2019","3","10","17","30","臺中市","南屯區","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.145577","120.646572","3"
"2019","3","10","17","41","臺中市","北區","0","2","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","10","3","10","3","4","B03","7","11","1","8","2","1","","10","10","1","5","8","B03","24.167107","120.680812","2"
"2019","3","10","17","54","臺中市","中區","0","1","6","2","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","8","","6","6","1","5","8","B03","24.14075","120.679816","2"
"2019","3","10","17","59","臺中市","清水區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","12","","B03","24.305315","120.599267","3"
"2019","3","10","18","4","臺中市","北屯區","0","1","6","2","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","2","8","1","1","C03","7","9","1","10","2","11","","6","6","1","16","8","C03","24.1859","120.7012","2"
"2019","3","10","18","4","臺中市","大里區","0","0","8","","","50","","","","","","","","","","","","","","","6","","","","","B03","","","1","","2","","","23","6","1","22","","B03","24.097623","120.67629","3"
"2019","3","10","18","11","臺中市","西區","0","1","6","3","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","6","","6","6","1","21","8","B03","24.13503","120.655134","2"
"2019","3","10","18","14","臺中市","西屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","9","","1","22","","B03","24.164368","120.64598","3"
"2019","3","10","18","15","臺中市","大里區","0","1","6","3","5","50","14","9","1","4","4","5","7","4","4","1","4","5","1","2","51","2","9","4","5","H01","8","16","8","20","10","16","","51","51","1","5","8","H01","24.10343","120.681758","2"
"2019","3","10","18","28","臺中市","大里區","0","2","8","3","5","50","14","9","1","5","4","5","7","4","4","3","4","5","1","12","7","2","3","1","1","B03","7","8","1","8","2","6","","7","7","1","5","5","B03","24.080188","120.698328","2"
"2019","3","10","18","28","臺中市","新社區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","3","","2","","","12","","1","9","","B12","24.23373","120.817985","3"
"2019","3","10","18","32","臺中市","大雅區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","16","","1","","","B12","24.22242","120.653596","3"
"2019","3","10","18","33","臺中市","后里區","0","0","8","3","5","40","3","2","1","5","4","5","7","4","4","10","5","5","2","14","12","3","10","1","1","B03","7","2","1","8","2","7","","12","12","1","21","8","B03","24.306436","120.70875","3"
"2019","3","10","18","36","臺中市","西屯區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","4","15","3","10","1","1","B03","7","5","1","8","2","8","","15","15","1","21","8","B03","24.195224","120.658398","2"
"2019","3","10","18","40","臺中市","南區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","4","","B03","24.113542","120.65341","3"
"2019","3","10","18","45","臺中市","太平區","0","1","7","3","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","23","2","9","1","1","C03","7","9","6","18","2","11","","23","23","1","8","8","C03","24.149416","120.714261","2"
"2019","3","10","18","50","臺中市","烏日區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.113888","120.616592","3"
"2019","3","10","18","56","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","","","B03","24.168341","120.640268","3"
"2019","3","10","19","0","臺中市","大肚區","0","1","8","3","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","8","","6","6","1","21","8","B03","24.152955","120.5436","2"
"2019","3","10","19","2","臺中市","北屯區","0","0","","3","5","50","4","1","1","4","4","5","7","1","1","1","3","5","2","13","42","3","10","1","1","B03","7","9","1","8","2","1","","42","42","1","21","8","B03","24.164104","120.715174","3"
"2019","3","10","19","8","臺中市","潭子區","0","1","8","3","5","60","14","8","1","5","4","5","7","4","4","8","4","4","1","13","23","3","10","1","1","B03","7","9","1","8","2","1","","23","23","1","22","1","B03","24.235839","120.70998","2"
"2019","3","10","19","10","臺中市","潭子區","0","1","8","3","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","22","8","C03","24.2104","120.706837","2"
"2019","3","10","19","11","臺中市","龍井區","0","1","8","3","5","40","14","8","1","5","4","5","7","4","4","1","4","3","1","20","43","2","9","1","1","C03","7","9","1","10","2","14","","43","43","1","12","8","C03","24.198651","120.512913","2"
"2019","3","10","19","11","臺中市","神岡區","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","23","23","","21","","B03","24.258945","120.658768","3"
"2019","3","10","19","14","臺中市","霧峰區","0","2","8","3","5","50","3","2","1","5","4","5","7","4","4","10","5","5","1","27","66","","","","","","","","","","","","","66","66","1","","","","24.06325","120.678418","2"
"2019","3","10","19","25","臺中市","大甲區","0","1","8","3","5","60","14","7","1","5","4","5","7","4","4","5","5","4","1","11","43","3","10","1","1","B03","7","9","3","18","2","8","4","43","43","2","4","8","B03","24.356353","120.609695","2"
"2019","3","10","19","29","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.140032","120.661692","4"
"2019","3","10","19","29","臺中市","西屯區","0","0","6","","","50","","","","","","","","","","","","","","","42","","","","","A02","","","1","","2","","","23","42","1","10","","A02","24.168756","120.638871","3"
"2019","3","10","19","30","臺中市","霧峰區","0","0","6","3","5","40","3","1","1","4","4","5","7","1","1","10","5","5","2","16","25","3","10","1","1","B03","7","9","1","8","2","8","","25","25","1","5","8","B03","24.068398","120.662045","3"
"2019","3","10","19","38","臺中市","北屯區","0","1","8","3","5","40","14","7","1","5","4","5","7","4","4","5","5","4","2","16","10","3","10","1","1","B03","7","11","1","8","2","5","","10","10","1","21","8","B03","24.187548","120.661978","2"
"2019","3","10","19","57","臺中市","西區","0","2","8","3","5","50","3","1","5","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","11","1","8","2","5","","6","6","1","4","5","B03","24.138427","120.661667","2"
"2019","3","10","20","0","臺中市","龍井區","0","1","8","3","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","18","43","2","9","1","1","C03","7","9","1","10","2","14","","43","43","1","12","8","C03","24.207063","120.506496","2"
"2019","3","10","20","5","臺中市","大里區","0","1","6","3","5","50","3","2","1","4","4","5","7","4","4","5","5","5","1","16","6","2","9","1","1","C03","7","5","1","10","2","13","","6","6","1","5","1","C03","24.110133","120.70039","2"
"2019","3","10","20","15","臺中市","清水區","0","1","7","3","5","40","14","13","1","4","4","5","7","4","4","10","5","5","1","16","4","2","6","1","1","C03","7","9","1","10","2","14","","4","4","1","4","8","C03","24.281728","120.581561","2"
"2019","3","10","20","25","臺中市","西屯區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","22","","B03","24.164234","120.654725","3"
"2019","3","10","20","29","臺中市","沙鹿區","0","3","7","3","5","50","4","1","4","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","3","18","9","11","","6","6","2","4","9","C03","24.237018","120.560794","2"
"2019","3","10","20","44","臺中市","北屯區","0","0","8","","","40","","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","12","12","1","21","","B03","24.1755","120.719113","3"
"2019","3","10","20","50","臺中市","烏日區","0","1","8","3","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","21","8","B03","24.10871","120.625719","2"
"2019","3","10","21","0","臺中市","太平區","0","1","6","3","5","50","3","1","1","4","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","4","","6","6","1","20","8","B03","24.15465","120.733546","2"
"2019","3","10","21","10","臺中市","大雅區","0","2","8","1","5","50","3","1","1","5","4","5","7","4","4","10","4","5","1","13","16","2","9","1","1","C03","7","9","2","18","2","11","","16","16","1","22","9","C03","24.234354","120.654608","2"
"2019","3","10","21","19","臺中市","西屯區","0","1","6","3","5","50","14","8","1","4","4","5","7","4","4","4","3","4","1","16","42","2","9","1","1","C03","7","9","1","10","2","11","","42","42","1","4","8","C03","24.183991","120.627958","2"
"2019","3","10","21","20","臺中市","西屯區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","17","","1","22","","B03","24.156206","120.645113","3"
"2019","3","10","21","21","臺中市","北屯區","0","0","","3","5","50","4","9","1","4","4","5","7","1","1","4","3","5","2","12","7","3","10","1","1","B03","7","7","1","8","2","7","","7","7","1","21","8","B03","24.172838","120.690566","3"
