年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標_緯度,GPS座標_經度,事故類別
2018,11,7,17,49,臺中市,大甲區,0,0,0,,,,,,,,,,,,,,,,,,,6,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,6,6,1,22,  ,B03,24.350513,120.627437,3
2018,11,7,17,50,臺中市,西屯區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.182243,120.595846,3
2018,11,7,17,51,臺中市,西屯區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,4,4,5,5,4,2,16,6,2,9,1,1,C03,7,5,1,10,2,14,  ,6,6,1,21,8,C03,24.165184,120.656991,2
2018,11,7,17,51,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.096896,120.696255,3
2018,11,7,17,51,臺中市,大里區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,  ,6,6,1,21,9,B03,24.100013,120.694809,2
2018,11,7,17,53,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,4,,B03,24.067702,120.662494,3
2018,11,7,17,55,臺中市,沙鹿區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,3,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,18,8,C03,24.222353,120.578789,2
2018,11,7,17,57,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.162211,120.664193,3
2018,11,7,17,58,臺中市,南屯區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,  ,23,23,1,22,8,B03,24.146382,120.616215,3
2018,11,7,18,0,臺中市,中區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,5,,B03,24.141333,120.682427,3
2018,11,7,18,0,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,42,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,42,42,1,21,  ,B03,24.173648,120.633851,3
2018,11,7,18,5,臺中市,南屯區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,17,30,3,10,1,1,B12,7,15,1,8,2,15,  ,30,30,1,22,8,B12,24.160151,120.588498,2
2018,11,7,18,6,臺中市,大甲區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,22,8,C03,24.405692,120.644222,2
2018,11,7,18,7,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,11,6,2,8,1,5,F03,7,5,8,20,2,16,  ,6,6,1,22,8,F03,24.177743,120.64242,2
2018,11,7,18,8,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,  ,,B03,24.171766,120.636795,3
2018,11,7,18,12,臺中市,梧棲區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,  ,  ,,B03,24.252272,120.52945,4
2018,11,7,18,13,臺中市,南屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,16,23,2,9,3,4,C03,7,9,1,10,2,12,  ,23,23,1,22,8,C03,24.148845,120.64663,2
2018,11,7,18,15,臺中市,南區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,44,3,10,1,1,B03,7,6,1,8,2,5,  ,44,44,1,22,8,B03,24.123926,120.678986,2
2018,11,7,18,15,臺中市,大安區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,17,42,3,10,1,4,A12,7,13,1,7,9,7,  ,42,42,1,7,8,A12,24.368516,120.599965,2
2018,11,7,18,20,臺中市,南屯區,0,0,0,8,3,5,40,4,1,1,5,4,5,7,2,1,6,2,5,2,11,6,3,10,1,1,C03,7,5,1,10,2,11,  ,6,6,1,22,8,C03,24.138551,120.609786,3
2018,11,7,18,20,臺中市,大肚區,0,0,,8,,,50,,,,,,,,,,,,,,,7,,,,,B11,,,1,,2,,,23,7,1,10,,B11,24.118313,120.577763,3
2018,11,7,18,26,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,9,,B03,24.21274,120.525293,3
2018,11,7,18,30,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,44,,1,21,,B03,24.050055,120.691738,3
2018,11,7,18,32,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,  ,  ,  ,  ,C03,  ,  ,1,  ,2,  ,  ,44,6,1,22,  ,C03,24.148996,120.683781,3
2018,11,7,18,35,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,  ,  ,  ,  ,B03,  ,  ,6,  ,2,  ,  ,42,42,1,  ,  ,B03,24.158753,120.670529,3
2018,11,7,18,36,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.16636,120.685006,3
2018,11,7,18,36,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,9,,1,22,,B03,24.18081,120.638011,3
2018,11,7,18,36,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,8,  ,6,6,1,21,8,B03,24.185709,120.625221,2
2018,11,7,18,45,臺中市,大雅區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,26,3,10,1,1,B03,7,11,1,8,2,7,  ,26,26,1,21,8,B03,24.227628,120.645902,2
2018,11,7,18,47,臺中市,清水區,0,1,0,8,4,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,38,3,10,1,1,B03,7,5,1,8,2,8,  ,23,38,1,21,8,B03,24.274881,120.558998,2
2018,11,7,18,47,臺中市,沙鹿區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,43,,1,  ,,B03,24.237255,120.569474,3
2018,11,7,18,48,臺中市,北屯區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,3,51,2,9,4,5,H01,8,16,8,20,10,16,  ,51,51,1,22,8,H01,24.19327,120.660497,2
2018,11,7,18,49,臺中市,西屯區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,8,  ,23,23,1,21,8,B03,24.165611,120.652281,2
2018,11,7,18,50,臺中市,大甲區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,2,  ,6,6,1,22,1,B03,24.34916,120.626934,2
2018,11,7,19,0,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,3,  ,  ,  ,C03,  ,  ,1,  ,2,  ,  ,23,23,  ,5,  ,C03,24.14788,120.657857,3
2018,11,7,19,0,臺中市,南屯區,0,0,,8,,,80,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,16,,1,  ,,B11,24.133095,120.621024,3
2018,11,7,19,5,臺中市,南屯區,0,2,0,8,3,5,40,14,9,1,5,4,5,7,4,4,5,4,5,2,16,26,2,9,4,5,F01,7,11,8,20,2,16,  ,26,26,1,21,8,F01,24.136262,120.652983,2
2018,11,7,19,7,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.086764,120.706786,3
2018,11,7,19,9,臺中市,南屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,4,2,9,1,1,C03,7,4,1,10,2,12,  ,4,4,1,22,8,C03,24.138565,120.607709,2
2018,11,7,19,9,臺中市,烏日區,0,1,0,7,3,5,40,14,9,1,5,4,5,7,4,4,5,5,5,1,18,16,2,9,1,1,C03,7,9,1,10,2,12,  ,16,16,1,21,8,C03,24.118491,120.607765,2
2018,11,7,19,11,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,14,  ,42,42,1,5,5,C03,24.14617,120.672044,2
2018,11,7,19,12,臺中市,西屯區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,4,4,5,5,5,2,16,8,3,10,1,1,F03,7,5,8,20,2,16,  ,8,8,1,22,8,F03,24.176609,120.589781,2
2018,11,7,19,18,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,5,5,C03,24.138342,120.677385,2
2018,11,7,19,18,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,12,  ,21,  ,B03,24.177148,120.727296,3
2018,11,7,19,25,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,5,,B03,24.140961,120.666579,4
2018,11,7,19,50,臺中市,南區,0,0,0,8,3,5,50,4,1,1,5,4,5,7,1,4,10,5,5,2,12,43,  ,  ,  ,  ,   ,  ,  ,7,  ,11,  ,  ,43,43,1,  ,  ,   ,24.130221,120.683833,3
2018,11,7,19,57,臺中市,大里區,0,2,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,5,1,8,2,2,  ,26,26,1,22,8,B03,24.116574,120.679476,2
2018,11,7,20,1,臺中市,南屯區,0,1,0,8,3,5,50,4,3,1,5,4,5,7,2,1,10,5,5,2,16,23,3,10,4,5,F01,7,9,8,20,2,16,  ,23,23,1,22,8,F01,24.150786,120.646871,2
2018,11,7,20,7,臺中市,南屯區,0,2,0,8,3,5,40,4,1,1,5,4,5,7,1,1,1,1,5,2,12,9,2,9,1,1,C03,7,6,1,10,2,11,  ,9,9,1,22,8,C03,24.132128,120.64695,2
2018,11,7,20,10,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,60,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,43,60,1,  ,  ,B03,24.158865,120.638528,3
2018,11,7,20,15,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,2,  ,6,6,1,21,8,B03,24.175503,120.618286,2
2018,11,7,20,22,臺中市,太平區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,40,3,10,2,1,B03,7,13,1,8,2,4,  ,40,40,1,21,8,B03,24.155965,120.7296,2
2018,11,7,20,28,臺中市,大甲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,7,,C03,24.34477,120.622115,3
2018,11,7,20,41,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.126542,120.646245,3
2018,11,7,20,45,臺中市,中區,0,2,0,8,3,5,50,3,2,1,5,4,5,7,4,4,5,4,4,2,9,51,2,9,1,1,H01,8,16,8,20,2,16,  ,51,51,1,22,9,H01,24.145141,120.678736,2
2018,11,7,20,45,臺中市,龍井區,0,2,0,8,3,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,12,23,2,7,1,1,C03,7,4,1,10,2,11,  ,23,23,1,21,8,C03,24.175869,120.582946,2
2018,11,7,20,52,臺中市,西屯區,0,0,,8,,,1,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,  ,,B12,24.17144,120.646526,3
2018,11,7,21,0,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,21,,B03,24.135245,120.709541,3
2018,11,7,21,0,臺中市,龍井區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,24.192873,120.579862,3
2018,11,7,21,2,臺中市,霧峰區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,16,6,3,10,1,1,B12,7,5,1,8,2,2,  ,6,6,1,4,8,B12,24.076525,120.707615,2
2018,11,7,21,4,臺中市,南區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,3,18,2,2,  ,26,26,1,22,8,B03,24.128588,120.668792,2
2018,11,7,21,9,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.154913,120.668703,3
2018,11,7,21,10,臺中市,太平區,0,1,0,8,3,5,40,3,1,1,5,4,5,7,4,4,5,5,5,2,17,19,2,8,1,1,C03,7,1,1,10,2,14,  ,19,19,1,21,8,C03,24.156737,120.731059,2
2018,11,7,21,15,臺中市,南區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,1,1,1,4,1,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,12,23,23,1,22,8,C03,24.124911,120.659836,2
2018,11,7,21,37,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.186693,120.663385,3
2018,11,7,21,55,臺中市,新社區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,23,2,8,1,1,C03,7,9,1,10,2,12,  ,23,23,1,21,8,C03,24.24827,120.808955,2
2018,11,7,22,3,臺中市,北屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,3,2,5,2,16,23,2,8,1,1,C03,7,9,1,10,2,14,  ,23,23,1,22,8,C03,24.173758,120.67138,2
2018,11,7,22,12,臺中市,太平區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,  ,6,6,1,4,8,B03,24.118442,120.73329,2
2018,11,7,22,20,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.182838,120.616005,3
2018,11,7,22,28,臺中市,大里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,7,4,5,1,12,7,2,9,1,1,C03,7,7,1,10,2,14,  ,7,7,1,18,8,C03,24.095464,120.687243,2
2018,11,7,22,29,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,4,3,4,2,16,44,3,10,1,1,C03,7,9,1,10,2,12,  ,44,44,1,21,8,C03,24.168901,120.662476,2
2018,11,7,22,40,臺中市,北區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,  ,25,25,1,22,9,C03,24.15218,120.67976,2
2018,11,7,23,30,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,1,1,1,B02,7,9,1,4,1,4,  ,6,6,1,5,5,B02,24.146151,120.668293,2
2018,11,8,0,0,臺中市,烏日區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,16,26,3,10,1,1,B03,7,11,3,18,2,4,  ,26,26,1,21,8,B03,24.104581,120.649882,2
2018,11,8,0,15,臺中市,潭子區,0,2,0,8,3,5,40,14,9,1,5,4,5,7,4,4,10,5,5,1,18,23,2,9,1,1,C03,7,9,3,18,2,14,  ,23,23,1,21,8,C03,24.203973,120.716306,2
2018,11,8,0,37,臺中市,北區,0,0,,8,3,5,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.163683,120.674414,3
2018,11,8,1,48,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C04,7,9,1,10,2,11,  ,6,6,1,5,5,C04,24.137263,120.661091,2
2018,11,8,4,45,臺中市,大里區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,5,2,4,1,15,23,2,9,1,1,C03,7,9,1,10,2,14,  ,23,23,1,22,8,C03,24.103938,120.674283,2
2018,11,8,5,17,臺中市,北屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,3,,2,,,19,,2,22,,B03,24.189326,120.661703,3
2018,11,8,6,30,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,42,,1,21,,B03,24.085788,120.712729,3
2018,11,8,7,0,臺中市,梧棲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,19,,B03,24.248394,120.538438,4
2018,11,8,7,0,臺中市,潭子區,0,0,,8,,,80,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,30,,1,22,,A41,24.200471,120.712292,3
2018,11,8,7,10,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,  ,,B03,24.154703,120.642517,3
2018,11,8,7,11,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,19,2,9,3,4,C03,7,1,1,10,2,11,  ,19,19,1,22,9,C03,24.168816,120.660181,2
2018,11,8,7,18,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,2,5,1,12,1,3,10,1,1,B03,7,9,1,8,2,2,  ,1,1,1,4,1,B03,24.206574,120.787506,2
2018,11,8,7,22,臺中市,大甲區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,4,,B03,24.34341,120.618308,3
2018,11,8,7,24,臺中市,大甲區,0,0,0,,,,,,,,,,,,,,,,,,,6,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,6,6,1,5,  ,B03,24.345919,120.617836,3
2018,11,8,7,25,臺中市,西屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,5,2,13,16,3,10,1,1,C03,7,9,1,10,2,11,  ,16,16,1,21,8,C03,24.1747,120.620721,2
2018,11,8,7,28,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,22,,C03,24.224559,120.701339,3
2018,11,8,7,29,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,2,4,2,17,43,2,9,1,1,C03,7,9,1,10,2,11,  ,43,43,1,22,1,C03,24.167748,120.693595,2
2018,11,8,7,30,臺中市,霧峰區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A05,,,1,,2,,,19,,1,22,,A05,24.064431,120.698103,3
2018,11,8,7,31,臺中市,北屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,5,,B03,24.165044,120.714881,3
2018,11,8,7,37,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,5,,B03,24.129558,120.639623,3
2018,11,8,7,37,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,43,2,9,1,1,C03,7,14,1,10,2,13,  ,43,43,1,22,8,C03,24.183716,120.615974,2
2018,11,8,7,40,臺中市,霧峰區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,9,,B12,24.05806,120.697809,3
2018,11,8,7,40,臺中市,梧棲區,0,1,0,8,1,5,60,3,2,1,5,4,5,7,4,4,1,4,5,1,13,44,3,10,1,1,B03,7,6,1,1,2,3,  ,44,44,1,9,1,B03,24.225524,120.525616,2
2018,11,8,7,42,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A05,,,1,,2,,,23,,1,10,,A05,24.177881,120.582552,3
2018,11,8,7,45,臺中市,潭子區,0,0,,8,1,2,40,13,2,1,5,4,5,7,4,4,10,5,5,2,12,,,,,,B03,,,1,,2,,,60,,1,2,,B03,24.206607,120.707183,3
2018,11,8,7,49,臺中市,石岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,17,25,2,9,1,1,C03,7,5,1,10,2,14,  ,25,25,1,21,8,C03,24.260263,120.816526,2
2018,11,8,7,50,臺中市,南屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,5,1,10,2,14,  ,25,25,1,21,8,C03,24.143117,120.601041,2
2018,11,8,7,52,臺中市,西屯區,0,0,,8,1,5,40,4,2,1,5,4,5,7,4,4,10,5,5,2,15,,,,,,C03,,,1,,2,,,6,,1,22,,C03,24.176846,120.64564,3
2018,11,8,7,54,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,1,2,5,2,16,9,3,10,3,4,B03,7,6,1,4,2,5,  ,9,9,1,22,8,B03,24.200701,120.661303,2
2018,11,8,7,59,臺中市,大里區,0,1,0,8,1,5,40,4,2,1,5,4,5,7,1,1,10,4,5,1,16,6,3,10,1,1,B03,7,6,6,18,2,2,  ,6,6,1,22,9,B03,24.111136,120.696443,2
2018,11,8,8,0,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,26,3,10,1,1,C03,7,5,1,10,2,14,  ,26,26,1,22,8,C03,24.138324,120.612507,2
2018,11,8,8,1,臺中市,太平區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,9,,B03,24.127714,120.730363,3
2018,11,8,8,2,臺中市,東區,0,2,0,8,1,5,40,14,7,1,5,4,5,7,4,4,5,5,4,2,17,19,2,9,1,1,C03,7,1,1,10,2,14,  ,19,19,1,21,8,C03,24.150966,120.694515,2
2018,11,8,8,5,臺中市,梧棲區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,19,,1,4,,C03,24.250767,120.529887,3
2018,11,8,8,5,臺中市,沙鹿區,0,3,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,17,19,2,8,1,1,C03,7,1,4,8,2,11,  ,19,19,1,19,5,C03,24.23591,120.561631,2
2018,11,8,8,13,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,  ,6,6,1,22,8,B03,24.157833,120.68108,2
2018,11,8,8,15,臺中市,北屯區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,5,11,  ,25,25,1,21,8,C03,24.172806,120.690607,2
2018,11,8,8,20,臺中市,北區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,17,16,2,9,1,1,C03,7,9,1,10,2,14,  ,16,16,1,5,1,C03,24.152029,120.678757,2
2018,11,8,8,20,臺中市,西屯區,0,1,0,8,1,5,40,4,2,1,5,4,5,7,2,1,10,5,1,2,12,42,3,10,1,1,C03,7,15,1,10,2,14,  ,42,42,1,21,8,C03,24.15759,120.642039,2
2018,11,8,8,24,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,24.171107,120.636279,3
2018,11,8,8,24,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,  ,  ,B03,24.176003,120.616648,3
2018,11,8,8,25,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,20,8,C03,24.155032,120.659,2
2018,11,8,8,25,臺中市,南屯區,0,0,0,8,1,5,50,4,7,1,5,4,5,7,2,1,1,2,4,2,12,26,3,10,1,1,B03,7,9,1,8,2,8,8,26,26,1,3,1,B03,24.151094,120.618664,3
2018,11,8,8,25,臺中市,潭子區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,24.208743,120.686957,3
2018,11,8,8,30,臺中市,西屯區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,16,,1,21,,B02,24.168975,120.63946,3
2018,11,8,8,30,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,1,,2,22,,B03,24.087306,120.702497,3
2018,11,8,8,33,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,17,,1,22,,C03,24.180052,120.621568,3
2018,11,8,8,34,臺中市,大里區,0,0,0,8,1,5,40,8,9,1,5,4,5,7,4,4,1,4,4,1,13,7,3,10,1,1,B11,7,7,1,4,2,7,  ,7,7,1,10,8,B11,24.097234,120.695163,3
2018,11,8,8,35,臺中市,沙鹿區,0,2,0,7,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,13,1,2,9,1,1,C03,7,4,1,10,2,11,13,1,1,1,21,8,C03,24.246034,120.609073,2
2018,11,8,8,38,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,26,3,10,1,1,B03,7,5,1,8,2,15,  ,26,26,1,21,8,B03,24.132158,120.676248,2
2018,11,8,8,42,臺中市,太平區,0,0,,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,14,,,,,,A41,,,1,,2,,,12,,1,21,,A41,24.140368,120.733433,3
2018,11,8,8,45,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,9,36,3,10,1,1,A02,7,1,1,1,2,15,  ,36,36,1,10,8,A02,24.14068,120.676435,2
2018,11,8,8,54,臺中市,西屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.180087,120.621802,2
2018,11,8,8,59,臺中市,霧峰區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,21,,B03,24.070572,120.697168,3
2018,11,8,9,1,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,9,4,4,2,17,43,2,9,3,4,C03,7,9,1,10,2,14,  ,43,43,1,22,8,C03,24.17624,120.65435,2
2018,11,8,9,4,臺中市,大肚區,0,2,0,8,1,5,70,3,1,1,5,4,5,7,1,1,10,5,5,2,16,43,2,9,1,1,C03,7,9,3,18,2,11,  ,43,43,1,22,8,C03,24.134431,120.553503,2
2018,11,8,9,14,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,4,C03,7,5,1,10,2,14,  ,6,6,1,21,8,C03,24.159242,120.66623,2
2018,11,8,9,14,臺中市,大甲區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,4,,B03,24.383814,120.652783,3
