年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
2018,12,17,15,30,臺中市,后里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,20,,B03,24.305538,120.709161,3
2018,12,17,15,40,臺中市,北區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,17,8,2,1,1,1,C03,7,5,1,10,2,13,  ,8,8,1,22,9,C03,24.153666,120.69215,2
2018,12,17,15,40,臺中市,大肚區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,9,,B03,24.157373,120.545014,3
2018,12,17,15,45,臺中市,西屯區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,43,2,9,3,4,C03,7,9,1,10,2,15,  ,43,43,1,22,9,C03,24.165402,120.661197,2
2018,12,17,15,45,臺中市,太平區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,3,5,5,2,16,43,3,10,1,1,B03,7,9,1,8,2,6,  ,43,43,1,23,1,B03,24.152629,120.700944,2
2018,12,17,15,45,臺中市,神岡區,0,0,0,8,,,40,,,,,,,,,,,,,,,6,  ,  ,  ,  ,C03,  ,  ,1,  ,11,  ,  ,6,6,2,20,  ,C03,24.248283,120.698765,3
2018,12,17,15,50,臺中市,大里區,0,1,0,8,1,5,50,4,4,1,5,4,5,7,4,4,5,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,  ,23,23,1,5,8,B03,24.109902,120.681953,2
2018,12,17,15,51,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B01,  ,  ,1,  ,2,  ,  ,12,12,2,10,  ,B01,24.165045,120.695695,3
2018,12,17,15,52,臺中市,大甲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.351649,120.618206,3
2018,12,17,15,55,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B02,  ,  ,1,  ,2,  ,  ,23,23,1,  ,  ,B02,24.183746,120.613817,3
2018,12,17,15,55,臺中市,沙鹿區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,43,,1,4,,B12,24.242642,120.561398,3
2018,12,17,15,58,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,21,,B03,24.144841,120.671919,3
2018,12,17,16,0,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B03,  ,  ,1,  ,9,  ,  ,12,12,2,  ,  ,B03,24.158671,120.660782,3
2018,12,17,16,7,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,,,4
2018,12,17,16,13,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,4,,2,,,16,,1,9,,C03,24.128353,120.717432,3
2018,12,17,16,14,臺中市,西區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,13,23,2,9,1,1,C03,7,8,1,2,2,11,  ,23,23,1,5,5,C03,24.145788,120.657263,2
2018,12,17,16,16,臺中市,西屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,  ,16,16,1,22,8,C03,24.169979,120.644603,2
2018,12,17,16,22,臺中市,南屯區,0,0,1,8,1,5,50,14,9,1,5,4,5,7,4,4,4,5,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,6,  ,12,12,1,22,8,B03,24.145609,120.637488,2
2018,12,17,16,22,臺中市,潭子區,0,2,0,8,1,5,60,4,1,1,5,4,5,7,2,1,1,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.226965,120.707948,2
2018,12,17,16,25,臺中市,梧棲區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,9,,B03,24.226498,120.515078,3
2018,12,17,16,26,臺中市,南屯區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,3,4,C03,7,9,1,10,2,12,  ,6,6,1,22,9,C03,24.143209,120.647751,2
2018,12,17,16,26,臺中市,沙鹿區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.243108,120.615031,3
2018,12,17,16,30,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,1,4,4,1,13,23,2,9,1,1,B03,7,9,1,8,2,1,  ,23,23,1,22,9,B03,24.19966,120.699955,2
2018,12,17,16,30,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,9,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.255646,120.713341,2
2018,12,17,16,31,臺中市,龍井區,0,1,0,8,1,5,40,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,A31,7,1,1,1,2,4,  ,19,6,1,10,8,A31,24.223106,120.511423,2
2018,12,17,16,32,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.149894,120.7253,3
2018,12,17,16,37,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,1,16,6,3,10,1,1,B03,7,5,1,8,2,5,  ,6,6,1,21,8,B03,24.225753,120.656795,2
2018,12,17,16,41,臺中市,西屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,3,1,1,12,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,22,  ,B03,24.18677,120.613938,3
2018,12,17,16,45,臺中市,大甲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.391657,120.654569,3
2018,12,17,16,47,臺中市,沙鹿區,0,2,0,7,2,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,1,1,B02,7,6,1,7,2,5,  ,9,9,1,21,9,B02,24.232619,120.565289,2
2018,12,17,16,54,臺中市,清水區,0,1,0,8,1,5,60,5,1,1,5,4,5,7,1,1,8,4,4,1,16,9,2,9,1,1,C03,7,10,1,10,2,11,  ,23,9,1,21,8,C03,24.295978,120.5531,2
2018,12,17,16,55,臺中市,潭子區,0,2,0,8,1,5,40,14,7,1,5,4,5,7,4,4,5,5,4,2,16,19,2,8,1,1,C03,7,1,1,10,2,14,  ,19,19,1,22,8,C03,24.194583,120.69877,2
2018,12,17,17,0,臺中市,后里區,0,0,0,8,1,5,40,4,2,1,5,4,5,7,4,4,10,5,5,1,11,23,3,10,1,1,B03,7,6,1,8,2,8,  ,23,23,1,21,8,B03,24.324044,120.751925,3
2018,12,17,17,2,臺中市,大雅區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,4,1,3,23,2,9,1,1,C03,7,9,3,18,2,11,  ,23,23,1,21,8,C03,24.239876,120.631534,2
2018,12,17,17,3,臺中市,北區,0,1,0,8,3,5,50,11,9,1,5,4,5,7,4,4,10,5,5,2,11,23,3,10,1,1,C03,7,9,1,10,2,14,  ,23,23,1,21,8,C03,24.155393,120.668019,2
2018,12,17,17,3,臺中市,西屯區,0,1,0,8,2,5,40,15,8,1,5,4,5,7,4,4,1,4,4,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,  ,6,6,1,22,8,B03,24.180267,120.620638,2
2018,12,17,17,4,臺中市,大里區,0,0,0,8,2,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,12,26,3,10,1,1,B03,7,5,1,7,2,7,  ,26,26,1,9,8,B03,24.102233,120.671574,3
2018,12,17,17,7,臺中市,清水區,0,1,0,8,2,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,13,16,2,9,1,1,C03,7,9,3,18,2,11,  ,16,16,1,19,8,C03,24.290974,120.582462,2
2018,12,17,17,10,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.149506,120.676183,3
2018,12,17,17,10,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,11,  ,6,6,1,22,9,C03,24.174349,120.616794,2
2018,12,17,17,12,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.165966,120.651864,2
2018,12,17,17,19,臺中市,東勢區,0,1,0,7,3,5,40,14,9,1,5,4,5,7,4,4,5,5,5,1,3,51,2,9,4,5,H01,8,20,8,20,10,16,  ,51,51,1,9,8,H01,24.205966,120.83932,2
2018,12,17,17,25,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,1,5,5,2,16,6,3,10,3,4,B03,7,5,1,4,2,1,  ,6,6,1,21,8,B03,24.140145,120.658849,2
2018,12,17,17,25,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,10,,1,20,,C03,24.119782,120.721565,3
2018,12,17,17,25,臺中市,大甲區,0,1,0,8,3,5,50,14,12,1,5,4,5,7,4,4,5,4,4,1,13,16,2,8,1,4,C03,7,9,1,10,2,11,  ,16,16,1,9,1,C03,24.354348,120.630893,2
2018,12,17,17,28,臺中市,南區,0,2,0,8,2,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,16,10,2,9,1,1,C03,7,11,1,10,2,11,  ,10,10,1,21,8,C03,24.128386,120.679063,2
2018,12,17,17,31,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,4,,B03,24.240646,120.561296,3
2018,12,17,17,33,臺中市,北區,0,0,,8,3,5,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,5,,B03,24.154738,120.698987,3
2018,12,17,17,35,臺中市,沙鹿區,0,1,0,8,3,5,50,3,2,1,5,4,5,7,2,1,5,5,5,2,17,43,2,9,1,1,C03,7,9,1,10,2,14,  ,43,43,1,20,5,C03,24.232672,120.565264,2
2018,12,17,17,36,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,  ,21,  ,B03,24.184523,120.721831,3
2018,12,17,17,37,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.158952,120.711529,3
2018,12,17,17,39,臺中市,大里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,12,7,2,9,1,1,C03,7,4,1,10,2,14,  ,1,7,1,21,8,C03,24.109351,120.66591,2
2018,12,17,17,40,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,19,3,10,1,1,B03,7,1,1,8,2,8,  ,19,19,1,22,9,B03,24.155304,120.681879,2
2018,12,17,17,40,臺中市,北屯區,0,1,0,8,3,5,50,4,18,1,5,4,5,7,2,1,10,5,5,2,2,15,3,10,1,1,B03,7,5,1,8,2,1,  ,15,15,1,21,8,B03,24.175891,120.72501,2
2018,12,17,17,40,臺中市,霧峰區,0,2,0,8,2,5,50,14,7,1,5,4,5,7,4,4,5,5,5,1,15,26,3,10,1,1,B12,7,11,1,8,2,4,2,26,26,1,7,3,B12,24.056376,120.688688,2
2018,12,17,17,40,臺中市,龍井區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.18762,120.582503,3
2018,12,17,17,42,臺中市,南區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,2,9,1,1,C03,7,5,1,10,2,13,  ,26,26,1,21,8,C03,24.116714,120.657176,2
2018,12,17,17,42,臺中市,西屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,17,3,10,1,1,C03,7,4,1,10,2,12,  ,17,17,1,22,8,C03,24.170047,120.65603,2
2018,12,17,17,43,臺中市,西屯區,0,0,,8,3,5,40,14,8,1,5,4,5,7,4,4,1,3,5,1,13,,,,,,B03,,,1,,2,,,16,,1,22,,B03,24.18326,120.614706,3
2018,12,17,17,46,臺中市,南屯區,0,1,0,8,3,5,50,11,9,1,5,4,5,7,4,4,5,5,5,2,12,23,3,10,1,1,B03,7,9,1,8,2,2,  ,23,23,1,22,8,B03,24.20266,120.619486,2
2018,12,17,17,47,臺中市,北區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,3,5,4,2,17,12,3,10,1,1,B12,7,2,1,8,2,8,  ,12,12,1,21,8,B12,24.163689,120.684944,2
2018,12,17,17,50,臺中市,神岡區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,5,5,4,2,13,8,3,10,1,1,B03,7,9,1,8,2,1,  ,23,8,1,21,8,B03,24.258683,120.655443,2
2018,12,17,17,52,臺中市,北屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,16,2,7,1,1,C03,7,9,1,10,2,11,  ,16,16,1,5,8,C03,24.16975,120.70759,2
2018,12,17,17,54,臺中市,梧棲區,0,1,0,8,3,5,70,14,7,1,5,4,5,7,4,4,1,4,4,1,13,16,2,1,1,1,B03,7,9,1,8,2,1,  ,16,16,1,21,5,B03,24.240748,120.550253,2
2018,12,17,18,2,臺中市,大肚區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,10,,B12,24.124485,120.565706,3
2018,12,17,18,3,臺中市,南區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,11,6,2,9,1,1,C03,7,5,1,10,2,11,  ,6,6,1,22,8,C03,24.125496,120.658891,2
2018,12,17,18,3,臺中市,南屯區,0,0,,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,  ,,B03,24.13312,120.621113,3
2018,12,17,18,5,臺中市,北區,0,0,0,8,1,5,40,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,12,1,5,  ,B12,24.150488,120.675934,3
2018,12,17,18,15,臺中市,外埔區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,,1,4,,B03,24.341933,120.63827,3
2018,12,17,18,15,臺中市,大雅區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,5,1,15,25,3,10,1,1,B03,7,9,1,8,2,1,  ,25,25,1,21,8,B03,24.240704,120.630653,2
2018,12,17,18,18,臺中市,潭子區,0,1,0,8,3,5,60,3,1,1,5,4,5,7,2,1,1,2,4,1,3,10,3,10,1,1,B12,7,11,1,8,2,5,  ,10,10,1,22,8,B12,24.230059,120.70849,2
2018,12,17,18,20,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,19,19,1,22,  ,B03,24.17599,120.688213,3
2018,12,17,18,21,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,  ,,B03,24.138813,120.646718,3
2018,12,17,18,22,臺中市,南屯區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,2,9,1,1,C03,7,12,1,10,2,11,14,23,23,1,18,8,C03,24.145135,120.621294,2
2018,12,17,18,28,臺中市,后里區,0,1,0,8,3,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,18,43,2,9,3,4,C03,7,9,1,10,2,14,  ,43,43,1,21,8,C03,24.301036,120.689881,2
2018,12,17,18,29,臺中市,北屯區,0,2,0,8,1,5,50,4,4,1,5,4,5,7,2,1,1,4,4,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,8,C03,24.165555,120.694668,2
2018,12,17,18,32,臺中市,梧棲區,0,1,0,8,3,5,70,14,7,1,5,4,5,7,4,4,1,4,3,1,23,43,2,1,1,1,B03,7,15,1,1,11,8,  ,43,43,2,10,5,B03,24.267555,120.530565,2
2018,12,17,18,34,臺中市,龍井區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.187761,120.595843,2
2018,12,17,18,35,臺中市,大里區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,12,43,2,9,1,1,C03,7,15,1,10,2,12,  ,43,43,1,18,8,C03,24.081168,120.697945,2
2018,12,17,18,35,臺中市,潭子區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,  ,6,6,1,22,8,B03,24.21811,120.718771,2
2018,12,17,18,36,臺中市,西屯區,0,0,0,8,3,5,50,,,,,,,,,,,,,,,7,  ,  ,  ,  ,C03,  ,  ,1,  ,2,14,  ,7,7,1,22,  ,C03,24.1581,120.655326,3
2018,12,17,18,40,臺中市,大里區,0,0,0,8,3,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,12,7,3,10,1,1,B12,7,8,1,8,2,5,  ,7,7,1,9,8,B12,24.091812,120.691362,3
2018,12,17,18,50,臺中市,太平區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,4,,B03,24.104734,120.721403,3
2018,12,17,18,52,臺中市,西屯區,,,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.17894,120.623288,3
2018,12,17,18,54,臺中市,南區,0,1,0,8,3,5,50,4,9,1,5,4,5,7,4,4,3,4,5,2,17,44,3,10,1,1,B03,7,2,1,10,2,7,  ,44,44,1,21,8,B03,24.133023,120.657423,2
2018,12,17,18,55,臺中市,西區,0,1,0,8,3,5,40,9,9,1,5,4,5,7,4,4,10,5,5,2,18,23,2,8,1,1,C03,7,5,1,10,2,12,  ,23,23,1,22,8,C03,24.132897,120.675721,2
2018,12,17,18,59,臺中市,南屯區,0,2,0,8,3,5,50,3,7,1,5,4,5,7,4,4,5,2,4,2,12,7,3,10,1,1,B03,7,7,1,8,2,5,  ,7,7,1,22,8,B03,24.130716,120.644013,2
2018,12,17,19,0,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,19,,1,21,,B12,24.132391,120.724013,3
2018,12,17,19,5,臺中市,清水區,0,1,0,7,3,5,70,14,9,1,5,4,5,7,4,4,9,4,4,1,16,9,3,10,1,1,B03,7,6,1,8,2,6,  ,9,9,1,21,8,B03,24.27716,120.573598,2
2018,12,17,19,6,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,21,,B03,24.176602,120.727361,3
2018,12,17,19,10,臺中市,北屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,16,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,16,16,1,22,  ,B03,24.201061,120.692945,3
2018,12,17,19,15,臺中市,北屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,16,2,7,1,1,C03,7,9,6,10,7,11,  ,16,16,1,5,8,C03,24.189328,120.686282,2
2018,12,17,19,17,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.1613,120.651539,3
2018,12,17,19,17,臺中市,西屯區,0,2,0,8,3,5,50,14,7,1,5,4,5,7,4,4,8,3,1,2,16,8,2,8,3,4,F01,7,5,8,20,2,16,  ,8,8,1,22,9,F01,24.316523,120.659772,2
2018,12,17,19,20,臺中市,西屯區,0,1,0,8,3,5,50,5,2,1,5,4,5,7,2,1,8,3,5,1,13,16,3,10,1,1,B03,7,9,1,8,2,8,  ,16,16,1,22,8,B03,24.16474,120.664423,2
2018,12,17,19,27,臺中市,龍井區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,26,2,9,1,1,C03,7,5,1,10,2,12,  ,26,26,1,22,8,C03,24.181691,120.584051,2
2018,12,17,19,30,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,3,,2,,,23,,1,  ,,C03,24.120324,120.542127,3
2018,12,17,19,30,臺中市,神岡區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,17,,1,21,,B03,24.247056,120.686385,3
2018,12,17,19,35,臺中市,沙鹿區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,4,2,17,42,2,9,1,1,C03,7,9,5,18,2,15,  ,42,42,1,4,8,C03,24.229687,120.57186,2
2018,12,17,19,42,臺中市,太平區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,12,23,3,10,1,1,B03,7,9,1,8,2,2,  ,23,23,1,4,8,B03,24.150052,120.7163,2
2018,12,17,19,54,臺中市,太平區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,17,12,3,10,1,1,B03,7,2,1,3,2,8,  ,12,12,1,21,8,B03,24.121472,120.734108,2
2018,12,17,19,56,臺中市,西區,0,1,0,8,1,5,50,4,18,1,5,4,5,7,2,1,10,5,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,8,  ,15,15,1,5,5,B03,24.1438,120.649891,2
2018,12,17,19,57,臺中市,龍井區,0,1,0,8,3,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,17,26,3,10,1,1,B01,7,6,1,4,2,2,  ,26,26,1,10,8,B01,24.182985,120.593168,2
2018,12,17,20,5,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.172795,120.646068,2
2018,12,17,20,6,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,17,,B03,24.091046,120.691876,3
2018,12,17,20,9,臺中市,北屯區,0,3,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,11,  ,23,6,1,21,8,C03,24.171382,120.690652,2
2018,12,17,20,10,臺中市,西區,0,1,0,8,3,5,40,5,1,1,5,4,5,7,1,1,7,5,5,1,16,7,3,10,1,1,C02,7,7,1,10,2,14,  ,7,7,1,21,8,C02,24.143939,120.679268,2
2018,12,17,20,10,臺中市,西屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,10,4,4,2,16,23,3,10,3,4,C03,7,7,1,10,2,11,  ,23,23,1,22,9,C03,24.17837,120.668625,2
2018,12,17,20,10,臺中市,梧棲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A31,,,1,,2,,,23,,1,10,,A31,24.222563,120.526461,4
2018,12,17,20,10,臺中市,沙鹿區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,3,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.230058,120.564591,2
2018,12,17,20,16,臺中市,北屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,14,  ,23,23,1,21,7,C03,24.169278,120.685524,2
2018,12,17,20,20,臺中市,沙鹿區,0,2,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,5,5,C03,24.217884,120.550464,2
2018,12,17,20,22,臺中市,西屯區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,8,3,3,1,12,7,3,10,1,1,B03,7,8,1,8,2,2,  ,7,7,1,22,8,B03,24.174766,120.648461,2
2018,12,17,20,25,臺中市,南屯區,0,3,0,8,3,5,50,3,2,1,5,4,5,7,3,1,5,5,4,2,17,26,2,9,1,1,C03,7,7,1,10,2,14,  ,26,26,1,22,8,C03,24.132806,120.611023,2
2018,12,17,20,28,臺中市,大里區,0,0,0,8,3,5,40,4,2,1,5,4,5,7,2,1,1,2,1,1,13,23,3,10,1,1,B03,7,1,1,8,2,1,  ,23,23,1,9,8,B03,24.09441,120.688126,3
2018,12,17,20,30,臺中市,烏日區,0,1,0,7,3,5,60,14,9,1,5,4,5,7,4,4,1,4,5,1,17,6,3,10,1,1,B03,7,6,1,8,2,15,  ,6,6,1,21,8,B03,24.10568,120.632543,2
2018,12,17,20,30,臺中市,豐原區,0,2,0,7,3,5,50,3,2,1,5,4,5,7,4,4,5,5,4,2,17,7,2,8,1,1,C03,7,8,2,18,2,13,  ,7,7,1,21,8,C03,24.255521,120.743453,2
2018,12,17,21,6,臺中市,西屯區,0,2,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,12,16,16,1,22,8,C03,24.170866,120.644934,2
2018,12,17,21,17,臺中市,沙鹿區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,  ,16,16,1,4,8,C03,24.224441,120.562512,2
2018,12,17,21,19,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,24.170901,120.709069,3
2018,12,17,21,21,臺中市,北區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,17,26,3,10,1,1,B03,7,6,1,8,2,2,  ,26,26,1,22,9,B03,24.158304,120.673844,2
2018,12,17,21,31,臺中市,中區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,1,1,5,5,5,2,18,23,2,9,1,1,C03,7,5,1,10,2,14,  ,23,23,1,22,8,C03,24.141679,120.675568,2
2018,12,17,21,47,臺中市,豐原區,0,1,0,7,3,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,17,6,3,10,1,1,B01,7,5,1,4,2,8,  ,6,6,1,21,8,B01,24.242059,120.713078,2
2018,12,17,21,52,臺中市,北屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.163115,120.71953,3
2018,12,17,22,9,臺中市,西屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.162561,120.648396,2
2018,12,17,22,13,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,5,,B03,24.136115,120.643936,3
2018,12,17,22,22,臺中市,北屯區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,8,2,14,  ,13,6,1,21,8,C03,24.177898,120.694933,2
