"年","月","日","時","分","縣市","區","死","受傷","2-30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分_類別","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標_緯度","GPS座標_經度","事故類別"
"2019","7","9","6","40","臺中市","潭子區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","26","","1","22","","C03","24.224527","120.694765","3"
"2019","7","9","6","55","臺中市","太平區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","11","","","42","","1","4","","C03","24.102805","120.727258","3"
"2019","7","9","7","0","臺中市","南屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","9","","","12","","2","","","B03","24.153194","120.615548","3"
"2019","7","9","7","5","臺中市","南區","0","2","0","8","1","5","40","14","7","1","5","4","5","7","4","4","5","4","4","2","17","11","2","8","1","1","C03","7","11","1","10","2","14","","11","11","1","21","8","C03","24.123188","120.6661","2"
"2019","7","9","7","10","臺中市","大甲區","0","2","0","8","1","5","70","14","8","1","5","4","5","7","4","4","1","4","4","1","13","42","2","9","1","1","C03","7","15","1","10","2","11","","42","42","1","16","8","C03","24.31565","120.604766","2"
"2019","7","9","7","20","臺中市","南屯區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","12","","6","6","1","22","9","C03","24.1532","120.6165","2"
"2019","7","9","7","21","臺中市","北屯區","0","1","0","8","1","5","40","14","9","1","5","4","3","5","4","4","10","5","5","2","17","19","3","10","1","1","B12","7","1","1","8","2","1","","19","19","1","5","8","B12","24.198476","120.663063","2"
"2019","7","9","7","35","臺中市","后里區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","5","","2","","","16","","1","","","B03","24.283887","120.729369","3"
"2019","7","9","7","49","臺中市","東區","0","1","0","6","1","5","50","14","9","1","4","4","5","7","4","4","5","4","5","2","18","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","21","8","C03","24.141608","120.698055","2"
"2019","7","9","7","50","臺中市","外埔區","0","0","0","","","","","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","23","23","1","21","","B03","24.343288","120.636261","3"
"2019","7","9","7","51","臺中市","清水區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","21","","B03","24.26833","120.540044","3"
"2019","7","9","7","56","臺中市","北屯區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","1","1","5","2","5","2","16","42","2","9","1","1","C03","7","9","1","10","2","15","","42","42","1","21","8","C03","24.16491","120.694259","2"
"2019","7","9","8","0","臺中市","清水區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","21","","B03","24.272956","120.576906","3"
"2019","7","9","8","2","臺中市","后里區","0","2","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","1","1","C03","7","5","1","10","2","14","","6","6","1","21","8","C03","24.303841","120.714285","2"
"2019","7","9","8","5","臺中市","北屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","5","","C03","24.176558","120.670171","3"
"2019","7","9","8","20","臺中市","大甲區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","21","8","C03","24.351121","120.619149","2"
"2019","7","9","8","21","臺中市","大里區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","23","","1","","","A11","24.096151","120.697768","3"
"2019","7","9","8","21","臺中市","梧棲區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","","","","B12","24.252934","120.527571","3"
"2019","7","9","8","22","臺中市","南屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.12586","120.634953","3"
"2019","7","9","8","23","臺中市","北屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","5","","B03","24.160558","120.699027","3"
"2019","7","9","8","23","臺中市","太平區","0","1","0","6","1","5","50","14","9","1","4","4","5","7","4","4","5","5","5","2","17","13","2","7","1","1","C03","7","9","1","10","2","11","","13","13","1","5","5","C03","24.123464","120.714292","2"
"2019","7","9","8","24","臺中市","北屯區","0","1","0","7","1","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","13","23","3","10","1","1","B03","7","5","1","8","2","8","","23","23","1","3","8","B03","24.1827","120.6646","2"
"2019","7","9","8","25","臺中市","太平區","0","1","0","6","1","5","50","3","1","1","4","4","5","7","4","4","10","5","5","2","18","42","2","9","1","1","C03","7","9","1","10","2","12","","42","42","1","21","8","C03","24.13702","120.732421","2"
"2019","7","9","8","27","臺中市","大雅區","0","2","0","7","1","5","40","11","9","1","5","4","5","7","4","4","10","5","5","2","10","5","2","9","1","1","C03","7","9","2","18","2","11","","5","5","1","22","9","C03","24.232831","120.627695","2"
"2019","7","9","8","28","臺中市","沙鹿區","0","1","0","7","1","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","17","6","3","10","1","1","B01","7","5","1","4","2","15","","6","6","1","5","5","B01","24.233808","120.561496","2"
"2019","7","9","8","30","臺中市","大甲區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","18","","","","","B03","24.350418","120.624458","3"
"2019","7","9","8","32","臺中市","北區","0","0","0","8","1","5","50","5","1","1","5","4","5","7","2","1","10","5","5","2","11","","","","","","B12","","","1","","2","","","26","","1","5","","B12","24.165317","120.685022","3"
"2019","7","9","8","33","臺中市","梧棲區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","1","15","6","3","10","3","4","B03","7","9","1","7","2","5","","6","6","1","21","8","B03","24.260039","120.550798","2"
"2019","7","9","8","38","臺中市","太平區","0","1","0","6","1","5","50","4","2","1","4","4","5","7","1","1","5","5","5","2","18","42","2","9","1","1","C03","7","9","1","10","2","12","","42","42","1","4","1","C03","24.152499","120.726683","2"
"2019","7","9","8","39","臺中市","北屯區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","5","","6","6","1","21","8","B03","24.17374","120.671456","2"
"2019","7","9","8","47","臺中市","西屯區","0","2","0","6","1","5","40","3","2","1","4","4","5","7","4","4","10","4","4","2","18","43","2","9","1","1","C03","7","9","1","10","2","14","","43","43","1","21","8","C03","24.17235","120.635491","2"
"2019","7","9","8","49","臺中市","大安區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","8","","6","6","1","21","8","B03","24.338134","120.591214","2"
"2019","7","9","8","55","臺中市","西屯區","0","1","0","6","1","5","40","4","1","1","4","4","5","7","1","1","9","4","4","2","16","25","2","9","1","1","C03","7","9","1","10","2","11","","44","25","1","22","9","C03","24.164581","120.642676","2"
"2019","7","9","8","58","臺中市","太平區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.123128","120.725879","3"
"2019","7","9","9","0","臺中市","中區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","16","8","3","10","1","4","B03","7","5","1","10","2","5","","8","8","1","2","1","B03","24.141712","120.678788","2"
"2019","7","9","9","4","臺中市","梧棲區","0","1","0","7","1","5","40","3","1","1","4","4","5","7","4","4","10","5","5","2","15","6","2","8","1","1","C03","7","9","1","10","2","11","","6","6","1","3","8","C03","24.248657","120.539378","2"
"2019","7","9","9","8","臺中市","烏日區","0","1","0","6","1","5","70","4","1","1","4","4","5","7","2","1","1","4","4","1","16","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","21","8","B03","24.110606","120.600467","2"
"2019","7","9","9","15","臺中市","東區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","17","23","3","10","1","1","B12","7","6","1","8","2","5","","23","23","1","9","8","B12","24.130602","120.704788","2"
"2019","7","9","9","15","臺中市","大肚區","0","1","0","6","1","5","50","14","9","1","4","4","5","7","4","4","9","5","5","1","13","19","3","10","1","1","C03","7","1","1","10","2","13","","19","19","1","21","8","C03","24.166694","120.577981","2"
"2019","7","9","9","16","臺中市","北區","0","1","0","7","1","5","50","4","2","1","4","4","5","7","1","1","5","5","5","2","17","23","2","9","1","1","C03","7","9","1","10","2","12","","23","23","1","21","8","C03","24.160382","120.665348","2"
"2019","7","9","9","23","臺中市","潭子區","0","0","0","6","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","18","","","21","","B03","24.215171","120.705193","3"
"2019","7","9","9","24","臺中市","西區","0","2","0","8","1","5","50","5","1","1","5","4","5","7","1","1","10","5","5","2","16","6","2","9","1","1","B01","7","5","1","2","2","5","","6","6","1","21","8","B01","24.132217","120.662608","2"
"2019","7","9","9","27","臺中市","西屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","","","C03","24.172121","120.635541","3"
"2019","7","9","9","28","臺中市","西屯區","0","0","0","6","","","60","","","","","","","","","","","","","","","26","","","","","B03","","","1","","2","","","44","26","1","22","","B03","24.170033","120.632253","3"
"2019","7","9","9","35","臺中市","北屯區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","22","8","C03","24.16412","120.690118","2"
"2019","7","9","9","35","臺中市","烏日區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","17","","1","22","","B03","24.107824","120.622271","4"
"2019","7","9","9","36","臺中市","神岡區","0","0","0","6","","","40","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","23","23","1","9","","B03","24.247311","120.684986","3"
"2019","7","9","9","37","臺中市","龍井區","0","1","0","6","1","5","40","14","12","1","4","4","5","7","4","4","1","4","1","1","18","42","2","8","1","1","C03","7","9","1","10","2","12","","42","42","1","21","8","C03","24.186865","120.584366","2"
"2019","7","9","9","50","臺中市","梧棲區","0","2","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","12","","6","6","1","20","8","C03","24.242561","120.536313","2"
"2019","7","9","9","52","臺中市","神岡區","0","1","0","6","1","5","40","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","2","5","1","1","B12","7","9","1","8","2","5","","6","6","1","21","8","B12","24.251381","120.685716","2"
"2019","7","9","9","53","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","25","","1","","","B03","24.201323","120.686582","3"
"2019","7","9","9","57","臺中市","北區","0","0","0","7","1","5","50","14","7","1","5","4","5","7","4","4","8","3","4","2","13","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.149728","120.675589","3"
"2019","7","9","9","57","臺中市","梧棲區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.228659","120.513803","3"
"2019","7","9","10","0","臺中市","南屯區","0","1","0","6","1","5","50","14","9","1","4","4","5","7","4","4","1","4","5","2","13","16","2","9","1","1","C03","7","9","1","10","2","11","","16","16","1","22","8","C03","24.125811","120.634985","2"
"2019","7","9","10","0","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","16","","1","5","","B12","24.18042","120.741386","3"
"2019","7","9","10","2","臺中市","外埔區","0","0","0","8","1","5","50","4","1","1","5","4","5","7","3","1","5","5","4","1","15","6","3","10","1","1","B03","7","9","1","8","2","1","","6","6","1","21","8","B03","24.331448","120.657515","3"
"2019","7","9","10","3","臺中市","南屯區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","2","9","3","4","C03","7","9","1","10","2","11","","6","6","1","22","9","C03","24.145678","120.612048","2"
"2019","7","9","10","19","臺中市","北區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","12","17","3","10","1","4","C03","7","9","1","10","2","14","","17","17","1","21","8","C03","24.159131","120.680996","2"
"2019","7","9","10","19","臺中市","北屯區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","5","","B12","24.201239","120.689583","3"
"2019","7","9","10","20","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.15538","120.684658","3"
"2019","7","9","10","23","臺中市","太平區","0","1","0","6","1","5","40","14","9","1","4","3","5","7","4","4","10","5","5","2","8","23","2","7","4","5","F01","7","9","8","20","2","16","","23","23","1","15","2","F01","24.123703","120.717672","2"
"2019","7","9","10","25","臺中市","西區","0","1","0","6","1","5","50","14","9","1","4","4","5","7","4","4","5","4","5","2","17","23","2","9","1","1","C03","7","9","1","10","2","15","","23","23","1","20","8","C03","24.155493","120.654436","2"
"2019","7","9","10","35","臺中市","梧棲區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B12","7","6","1","8","2","2","","6","6","1","4","8","B12","24.245033","120.537523","2"
"2019","7","9","10","36","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.194531","120.651498","3"
"2019","7","9","10","36","臺中市","梧棲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A31","","","1","","2","","","16","","1","10","","A31","24.22311","120.525258","3"
"2019","7","9","10","38","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","23","23","1","","","B03","24.155369","120.681739","3"
"2019","7","9","10","43","臺中市","太平區","0","1","0","7","1","5","40","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","21","8","C03","24.146287","120.701861","2"
"2019","7","9","10","45","臺中市","潭子區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","E05","","","1","","2","","","17","","1","22","","E05","24.200224","120.700943","3"
"2019","7","9","10","50","臺中市","清水區","0","0","0","8","1","5","70","","","","","","","","","","","","","","","","","","","","A31","","","1","","2","","","42","","1","10","","A31","24.289207","120.540455","3"
"2019","7","9","10","50","臺中市","大甲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","42","","1","5","","C03","24.346183","120.624892","3"
"2019","7","9","10","55","臺中市","太平區","0","1","0","7","1","5","50","3","2","1","4","4","5","7","4","4","5","4","5","1","16","26","3","10","1","1","B03","7","11","1","8","2","4","","26","26","1","3","5","B03","24.134504","120.727637","2"
"2019","7","9","10","56","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","","","B03","24.175446","120.720748","3"
"2019","7","9","11","0","臺中市","大甲區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","13","23","2","9","4","5","F01","7","9","8","20","2","16","","23","23","1","16","8","F01","24.342556","120.622469","2"
"2019","7","9","11","0","臺中市","大甲區","0","1","0","6","1","5","40","4","1","1","4","4","5","3","4","4","10","5","5","2","15","6","3","10","1","1","B12","7","9","1","8","2","8","","6","6","1","21","8","B12","24.361223","120.621974","2"
"2019","7","9","11","0","臺中市","神岡區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","8","","1","21","","B03","","","3"
"2019","7","9","11","3","臺中市","大肚區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A12","","","1","","2","","","26","","1","","","A12","24.119197","120.576635","3"
"2019","7","9","11","6","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","23","","","","","B02","","","1","","2","","","23","23","1","22","","B02","24.176703","120.640046","3"
"2019","7","9","11","15","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","5","","B03","24.183413","120.696209","3"
"2019","7","9","11","18","臺中市","梧棲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","11","","","12","","1","12","","B12","24.253721","120.541878","3"
"2019","7","9","11","19","臺中市","太平區","0","0","0","8","","","40","","","","","","","","","","","","","","","23","","","","","B03","","","1","","1","","","23","23","1","","","B03","24.122222","120.72","3"
"2019","7","9","11","20","臺中市","沙鹿區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","12","","","10","","A11","24.21946","120.574138","3"
"2019","7","9","11","21","臺中市","北屯區","0","1","0","6","1","5","50","3","1","1","4","4","5","7","1","1","10","5","5","2","16","43","3","10","1","1","B03","7","5","1","8","2","2","","43","43","1","4","8","B03","24.162","120.7192","2"
"2019","7","9","11","23","臺中市","潭子區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","42","","1","22","","B03","24.204546","120.677323","3"
"2019","7","9","11","28","臺中市","北屯區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","18","42","2","9","1","1","C03","7","5","1","10","2","12","","42","42","1","5","8","C03","24.157022","120.727214","2"
"2019","7","9","11","30","臺中市","龍井區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","12","","B03","24.185286","120.532743","3"
"2019","7","9","11","33","臺中市","梧棲區","0","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","19","","1","5","","B02","24.242518","120.556426","4"
"2019","7","9","11","35","臺中市","北區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","8","3","5","2","12","6","3","10","1","1","B03","7","6","1","8","2","5","","6","6","1","20","8","B03","24.147496","120.685668","2"
"2019","7","9","11","37","臺中市","北屯區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","15","25","2","9","1","1","C03","7","9","1","10","2","11","","25","25","1","5","8","C03","24.1734","120.6681","2"
"2019","7","9","11","40","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","","","B12","24.181577","120.674145","3"
"2019","7","9","11","40","臺中市","清水區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","5","4","5","2","16","6","3","10","1","1","C03","7","5","1","10","2","11","","6","6","1","21","8","C03","24.270683","120.574354","2"
"2019","7","9","11","40","臺中市","大甲區","0","0","0","8","","","40","","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","14","14","1","","","B03","24.349401","120.620991","3"
"2019","7","9","11","42","臺中市","北屯區","0","1","0","8","1","5","50","5","1","1","5","4","5","7","1","1","10","5","5","2","17","42","2","8","1","1","C03","7","9","1","10","2","14","","42","42","1","22","8","C03","24.176914","120.676719","2"
"2019","7","9","11","45","臺中市","烏日區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.106686","120.650232","3"
"2019","7","9","11","50","臺中市","南屯區","0","1","0","8","1","5","50","14","9","1","5","4","5","5","4","4","5","4","5","2","12","23","3","10","1","1","B03","7","9","1","8","2","5","","23","23","1","22","8","B03","24.147355","120.646686","2"
"2019","7","9","11","50","臺中市","神岡區","0","0","0","8","","","40","","","","","","","","","","","","","","","17","","","","","A32","","","1","","1","","","17","17","1","10","","A32","24.25747","120.676771","3"
"2019","7","9","11","54","臺中市","南屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.144663","120.628459","3"
"2019","7","9","12","0","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","23","3","","","","B03","","","1","8","2","5","","23","23","","21","","B03","24.155767","120.671006","3"
"2019","7","9","12","6","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","4","","B12","24.154161","120.720075","3"
"2019","7","9","12","7","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","42","","1","10","","B12","24.1443","120.715646","3"
"2019","7","9","12","12","臺中市","南屯區","0","1","0","8","1","5","50","3","7","1","5","4","5","7","4","4","5","4","4","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","8","C03","24.117335","120.627405","2"
"2019","7","9","12","15","臺中市","梧棲區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","4","4","5","5","5","1","16","6","2","9","1","1","C03","7","6","1","10","2","14","","6","6","1","2","8","C03","24.248116","120.538408","2"
"2019","7","9","12","22","臺中市","梧棲區","0","0","0","8","","","80","","","","","","","","","","","","","","","","","","","","A31","","","1","","11","","","6","","1","10","","A31","24.244557","120.533856","3"
"2019","7","9","12","27","臺中市","東區","0","2","0","8","1","5","40","4","1","1","5","4","5","7","1","3","10","5","5","2","12","23","2","8","1","1","C03","7","9","1","10","2","12","","23","23","1","18","8","C03","24.148094","120.694519","2"
"2019","7","9","12","30","臺中市","北屯區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","B03","7","9","1","8","2","1","","14","6","1","21","8","B03","24.187126","120.658865","2"
"2019","7","9","12","30","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","2","","2","","","42","","1","","","B03","24.148055","120.703611","3"
"2019","7","9","12","30","臺中市","沙鹿區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","","","C03","24.242368","120.562438","3"
"2019","7","9","12","45","臺中市","烏日區","0","1","0","8","1","5","30","15","9","1","5","4","4","3","4","4","1","3","5","2","17","6","2","9","1","1","C03","7","11","1","10","2","11","","6","6","1","22","8","C03","24.11399","120.616754","2"
"2019","7","9","12","47","臺中市","北屯區","0","1","0","8","1","5","70","14","9","1","5","4","5","7","4","4","1","3","5","1","17","1","3","10","1","1","B03","7","4","1","8","2","1","","1","1","1","5","8","B03","24.201214","120.679463","2"
"2019","7","9","12","49","臺中市","南屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","","","","B03","24.139312","120.602674","3"
"2019","7","9","12","57","臺中市","潭子區","0","3","0","8","1","5","60","3","1","1","5","4","5","7","1","1","10","5","5","1","16","10","3","10","1","1","B03","7","13","1","8","9","7","","44","10","1","21","8","B03","24.189596","120.702385","2"
"2019","7","9","13","9","臺中市","東區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","5","","B03","24.142763","120.69323","3"
"2019","7","9","13","15","臺中市","清水區","0","1","0","8","1","5","40","11","9","1","5","4","5","7","4","4","10","5","5","2","16","5","2","8","1","1","C03","7","5","1","10","2","14","","5","5","1","20","8","C03","24.272307","120.537133","2"
"2019","7","9","13","16","臺中市","東區","0","1","0","7","1","5","40","13","9","1","5","4","5","7","4","4","10","5","5","2","17","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.135691","120.689135","2"
"2019","7","9","13","20","臺中市","梧棲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","6","","2","","","23","","1","20","","B03","24.257292","120.531653","3"
"2019","7","9","13","24","臺中市","太平區","0","1","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","17","42","2","9","1","1","C03","7","9","1","10","2","11","","42","42","1","4","3","C03","24.118194","120.735563","2"
"2019","7","9","13","24","臺中市","神岡區","0","0","0","8","","","50","","","","","","","","","","","","","","","26","","","","","B12","","8","1","","2","","","26","26","1","9","","B12","24.2485","120.696878","3"
"2019","7","9","13","25","臺中市","烏日區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B01","","","1","","2","","","6","","","","","B01","24.113929","120.616605","3"
"2019","7","9","13","51","臺中市","北區","0","0","0","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","12","","","","","","B03","","","1","","2","","","26","","1","22","","B03","24.151221","120.677346","3"
"2019","7","9","13","51","臺中市","沙鹿區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.224792","120.5687","3"
"2019","7","9","13","52","臺中市","潭子區","0","0","0","8","1","5","50","4","2","1","5","4","5","7","1","1","5","4","4","2","13","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.207169","120.704637","3"
"2019","7","9","13","55","臺中市","南屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","12","12","1","22","","B03","24.14273","120.634066","3"
"2019","7","9","14","6","臺中市","西屯區","0","1","0","8","1","5","40","13","9","1","5","4","5","7","4","4","9","4","5","2","11","26","3","10","1","1","C03","7","7","1","10","2","13","","26","26","1","22","9","C03","24.172775","120.643105","2"
"2019","7","9","14","8","臺中市","西區","0","0","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","","","","","","B03","","","1","","2","","","8","","1","5","","B03","24.133847","120.66308","3"
"2019","7","9","14","19","臺中市","東區","0","0","0","8","","","50","","","","","","","","","","","","","","","26","3","","","","B03","","","1","8","2","","","26","26","","21","","B03","24.129766","120.705926","3"
"2019","7","9","14","50","臺中市","烏日區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.108594","120.622566","3"
"2019","7","9","14","52","臺中市","大甲區","0","2","0","8","1","5","70","14","22","1","5","4","5","7","4","4","1","3","4","1","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.322666","120.606838","2"
"2019","7","9","15","2","臺中市","南區","0","1","0","8","1","5","50","3","7","1","5","4","5","7","1","1","3","4","4","2","17","25","2","9","1","1","C03","7","11","1","10","2","13","","25","25","1","21","8","C03","24.114976","120.655061","2"
"2019","7","9","15","2","臺中市","西屯區","0","1","0","8","1","5","40","14","8","1","5","4","5","7","4","4","1","5","5","2","16","6","3","10","3","4","B03","7","6","1","8","2","6","","6","6","1","22","8","B03","24.181541","120.617616","2"
"2019","7","9","15","3","臺中市","北區","0","0","0","8","1","5","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","5","","B03","24.162499","120.683665","3"
"2019","7","9","15","5","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","44","23","1","","","B03","24.199208","120.655921","3"
"2019","7","9","15","6","臺中市","潭子區","0","1","0","7","1","5","30","4","2","1","5","4","5","7","1","1","5","5","5","1","16","3","2","9","1","1","C03","7","8","1","10","2","12","","3","3","1","22","8","C03","24.204471","120.716398","2"
"2019","7","9","15","10","臺中市","西區","0","1","0","8","1","5","50","5","1","1","5","4","5","7","1","1","10","5","5","2","16","42","3","10","1","1","B03","7","9","1","8","2","1","","42","42","1","21","8","B03","24.140754","120.672022","2"
"2019","7","9","15","10","臺中市","霧峰區","0","1","0","8","1","5","40","11","9","1","5","4","5","1","4","4","10","5","5","1","10","5","3","10","1","1","B02","7","9","1","8","2","8","","5","5","1","1","8","B02","24.057152","120.734797","2"
